station_id,wrcc_id,station_name,latitude,longitude,elevation,station_type,observation_time,observation_time_lst,display_hour,display_hour_lst,masked_observation_time,display_date,temperature,relative_humidity,hourly_precip,wind_speed,wind_direction,peak_gust_speed,peak_gust_dir,sol_rad,snow_flag,observation_type
20303,ALAK,LAKESIDE,34.16283,-109.87639,7267,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,82,29,0.0,1,105,6,2,359,N,O
292203,XSMO,SMOKEY BEAR,33.35019,-105.686,7194,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,90,20,0.0,6,229,15,226,998,N,O
293101,XBAD,BATDRAW,32.17861,-104.44056,4425,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:52 MDT,8/22/2026,97,15,0.0,13,140,17,5,875,N,F
21008,ABLA,BLACK HILLS,33.08203,-109.95119,3262,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:53 MDT,8/22/2026,104,13,0.0,6,190,16,12,911,N,F
20114,ABRK,BLACK ROCK,36.79436,-113.75056,7224,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:50 MDT,8/22/2026,84,20,0.0,6,230,19,26,894,N,F
292103,XBOS,BOSQUE,33.82064,-106.88169,4523,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:50 MDT,8/22/2026,99,15,0.0,6,190,8,10,889,N,F
292504,XBUR,BURRO MOUNTAIN,32.67203,-108.53969,6995,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:59 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:59 MDT,8/22/2026,92,17,0.0,9,130,18,15,843,N,F
55522238,ARIP,CIPRIANO,32.4235,-114.16211,1042,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:59 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:59 MDT,8/22/2026,107,25,0.0,9,190,17,7,886,N,F
21205,AEMP,EMPIRE,31.78347,-110.64325,4650,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:53 MDT,8/22/2026,96,20,0.0,5,80,15,39,900,N,F
20118,AHAV,HAVASU,34.80758,-114.53456,475,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:52 MDT,8/22/2026,114,13,0.0,7,200,18,19,854,N,F
20119,AMUS,MUSIC MOUNTAIN,35.61497,-113.79428,5375,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:52 MDT,8/22/2026,94,16,0.0,14,220,24,22,627,N,F
20113,ANIX,NIXON FLATS,36.38833,-113.15806,6500,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:50 MDT,8/22/2026,85,19,0.0,7,220,19,26,831,N,F
21502,AOAT,OATMAN,33.04994,-113.13867,1715,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:52 MDT,8/22/2026,109,18,0.0,6,230,13,16,864,N,F
20610,ARED,RED LAKE,34.18133,-110.78919,6524,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:59 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:59 MDT,8/22/2026,88,26,0.0,1,250,7,54,713,N,F
21414,ARUC,RUCKER,31.76111,-109.34861,5700,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:57 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:57 MDT,8/22/2026,90,20,0.0,5,110,15,40,924,N,F
291408,XSLB,SANDIA LAB,35.00406,-106.41148,6321,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:53 MDT,8/22/2026,89,22,0.0,11,270,16,7,876,N,F
290901,XSFW,SANTA FE WATERSHED,35.68686,-105.86031,7749,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:53 MDT,8/22/2026,85,21,0.0,11,270,16,35,664,N,F
21501,ASMI,SMITH PEAK,34.11486,-113.34733,2386,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:53 MDT,8/22/2026,106,15,0.0,6,280,17,20,689,N,F
20510,ASUN,SUNSET POINT,34.18847,-112.13467,3380,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:53 MDT,8/22/2026,103,15,0.0,7,210,18,28,872,N,F
20116,AUNI,UNION PASS,35.23233,-114.38194,3590,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:52 MDT,8/22/2026,99,15,0.0,10,210,23,15,884,N,F
20217,AYEL,YELLOW JOHN MOUNTAIN,36.155,-113.54944,6160,RAWS,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 15:50 MDT,8/22/2026,90,17,0.0,6,230,18,46,616,N,F
