station_id,station_name,summary_date,fuel_model,nfdr_type,kbdi,ignition_component_max,spread_component_max,energy_release_component_max,burning_index_max,one_hr_tl_fuel_moisture_min,ten_hr_tl_fuel_moisture_min
291301,BRUSHY MOUNTAIN,2026-08-23,Y,F,209,37.6,2.99,40.31,27.24,5.58,8.1
21008,BLACK HILLS,2026-08-23,Y,F,664,64.56,3.24,65.74,35.42,3.15,4.33
292504,BURRO MOUNTAIN,2026-08-23,Y,F,292,54.67,4.09,51.86,34.85,4.52,6.0
293305,RAMAH,2026-08-23,Y,F,303,50.69,4.93,35.38,32.33,5.31,9.66
55522210,BAKERS TANK,2026-08-23,Y,F,739,56.48,3.68,67.56,37.98,4.54,4.55
20502,CROWN KING,2026-08-23,Y,F,384,39.44,2.82,47.64,28.6,5.41,6.37
20511,CHERRY,2026-08-23,Y,F,203,39.37,2.59,46.2,27.12,5.29,6.56
290401,CIMARRON,2026-08-23,Y,F,222,36.04,3.61,36.24,28.31,6.25,9.18
21505,GOLDFIELD,2026-08-23,Y,F,683,63.68,3.16,57.6,32.83,3.3,5.42
55522238,CIPRIANO,2026-08-23,Y,F,712,54.75,4.23,63.78,39.0,5.08,4.52
20291,HAPPY JACK,2026-08-23,Y,F,386,29.97,2.54,35.76,23.89,6.62,8.9
20119,MUSIC MOUNTAIN,2026-08-23,Y,F,550,63.67,5.02,57.05,40.17,4.25,5.31
291408,SANDIA LAB,2026-08-23,Y,F,265,48.53,3.29,53.24,32.34,4.66,6.41
290603,ZUNI BUTTES,2026-08-23,Y,F,222,58.0,5.45,42.97,37.04,4.79,7.34
20603,PLEASANT VALLEY,2026-08-23,Y,F,303,46.19,2.98,43.87,28.1,4.75,6.66
55522198,10K,2026-08-23,Y,F,206,39.42,3.77,41.96,30.89,5.99,7.62
20102,FORT YUMA,2026-08-23,Y,F,745,63.77,4.4,60.9,39.3,4.38,4.75
21501,SMITH PEAK,2026-08-23,Y,F,657,64.15,3.44,67.83,36.92,3.45,4.29
21503,AHAKHAV PRESERVE,2026-08-23,Y,F,746,75.67,4.79,61.25,40.91,3.57,4.38
292104,MAGDALENA,2026-08-23,Y,F,56,36.9,2.77,42.16,26.81,5.55,7.74
293303,BLUEWATER RIDGE,2026-08-23,Y,F,213,33.03,2.84,40.63,26.62,6.3,9.82
290204,JARITA MESA,2026-08-23,Y,F,199,43.12,3.87,42.8,31.59,5.62,8.8
292011,GILA CENTER RAWS,2026-08-23,Y,F,276,44.43,2.72,35.1,24.38,4.65,8.04
291002,BARTLEY,2026-08-23,Y,F,136,39.87,4.27,41.04,32.07,6.24,7.95
20508,HUMBUG CREEK,2026-08-23,Y,F,265,52.12,4.14,54.95,36.51,5.0,5.62
290201,STONE LAKE,2026-08-23,Y,F,487,59.87,6.13,46.85,40.63,4.6,7.71
292904,SAN ANDRES,2026-08-23,Y,F,492,47.39,2.64,59.8,30.89,4.17,5.11
290102,ALBINO CANYON,2026-08-23,Y,F,484,59.14,5.57,53.99,41.31,4.71,7.8
20612,PINE,2026-08-23,Y,F,463,43.0,3.11,47.41,29.84,5.3,6.66
20216,WARM SPRINGS CANYON,2026-08-23,Y,F,348,39.86,3.77,40.98,30.52,5.99,7.86
290706,SANDIA LAKES,2026-08-23,Y,F,678,59.88,4.08,54.3,35.9,4.12,5.85
55522341,PICACHO PEAK,2026-08-23,Y,F,724,59.12,3.54,61.62,35.78,4.0,5.0
20120,TRUXTON CANYON,2026-08-23,Y,F,273,56.86,4.05,58.25,37.11,4.38,5.21
20109,TWEEDS POINT,2026-08-23,Y,F,556,65.76,6.07,62.71,46.28,4.15,4.88
293002,MAYHILL,2026-08-23,Y,F,465,42.06,2.66,44.4,26.57,4.67,6.52
292009,PELONA MOUNTAIN,2026-08-23,Y,F,239,36.83,3.15,42.61,28.66,5.6,7.99
20207,TUSAYAN,2026-08-23,Y,F,352,38.96,3.0,37.35,26.12,5.62,8.11
292301,EIGHT MILE DRAW,2026-08-23,Y,F,606,77.42,6.15,60.9,45.86,3.32,5.1
20107,MOUNT LOGAN,2026-08-23,Y,F,157,38.19,3.24,50.43,31.2,5.75,6.64
20108,OLAF KNOLLS,2026-08-23,Y,F,632,80.41,5.05,69.56,44.57,3.13,4.02
291501,MOUNTAINAIR,2026-08-23,Y,F,472,59.59,4.13,48.16,34.3,4.11,6.05
55522384,TANKS,2026-08-23,Y,F,304,40.88,2.81,43.41,26.96,5.03,6.73
20212,DRY PARK,2026-08-23,Y,F,99,33.64,3.33,38.18,27.89,6.55,8.41
20220,LINDBERGH HILL,2026-08-23,Y,F,399,34.41,3.34,42.87,29.53,6.49,8.32
292105,SEVILLETA,2026-08-23,Y,F,558,70.0,4.71,52.47,37.86,3.66,5.56
20117,HURRICANE,2026-08-23,Y,F,412,61.58,4.45,54.89,37.74,4.2,5.58
55522315,MIDNIGHT,2026-08-23,Y,F,159,33.62,3.57,30.98,26.15,6.64,10.17
20118,HAVASU,2026-08-23,Y,F,657,81.73,4.38,65.65,40.6,2.88,4.03
20114,BLACK ROCK,2026-08-23,Y,F,198,37.69,2.56,52.53,28.35,5.11,6.01
292013,MOGOLLON,2026-08-23,Y,F,167,40.64,2.86,47.29,28.71,5.2,6.9
20501,IRON SPRINGS,2026-08-23,Y,F,384,42.91,3.35,45.32,30.26,5.48,6.64
293003,MESCAL,2026-08-23,Y,F,215,37.53,2.74,37.01,24.7,5.4,7.17
291901,MELROSE RANGE,2026-08-23,Y,F,654,75.43,6.52,57.56,45.95,3.42,5.37
292103,BOSQUE,2026-08-23,Y,F,670,63.05,3.86,54.06,34.67,3.59,5.56
20606,TONTO BASIN,2026-08-23,Y,F,603,62.51,3.39,61.1,34.95,3.56,4.64
20301,HEBER,2026-08-23,Y,F,224,29.59,2.34,35.5,22.98,6.45,10.83
291202,PECOS,2026-08-23,Y,F,86,56.84,5.73,46.54,38.83,4.84,6.79
292102,CHUPADERA,2026-08-23,Y,F,519,65.18,4.57,55.65,38.44,3.95,5.53
20113,NIXON FLATS,2026-08-23,Y,F,307,39.25,2.81,43.54,27.25,5.31,6.96
291101,MILLS CANYON,2026-08-23,Y,F,541,63.32,5.31,49.63,38.64,4.41,6.55
55522257,DUTCH KID,2026-08-23,Y,F,115,37.86,2.97,37.14,25.93,5.79,7.48
292012,DATIL,2026-08-23,Y,F,173,33.21,2.84,37.88,25.88,5.93,8.92
293105,QUEEN,2026-08-23,Y,F,241,59.28,3.87,57.84,36.18,3.97,5.49
290202,COYOTE,2026-08-23,Y,F,243,46.18,4.49,40.97,33.05,5.68,9.21
293004,COSMIC,2026-08-23,Y,F,69,27.37,2.27,40.78,23.72,6.48,7.43
20115,MOSS BASIN,2026-08-23,Y,F,399,51.74,3.88,47.77,33.11,4.79,5.74
20312,HOPI,2026-08-23,Y,F,476,60.31,6.06,47.02,40.51,4.64,6.88
293104,CAPROCK,2026-08-23,Y,F,493,70.48,6.24,61.08,46.26,3.84,5.51
292008,SLAUGHTER,2026-08-23,Y,F,16,30.4,3.43,33.83,26.83,6.82,10.15
21504,BELMONT,2026-08-23,Y,F,693,61.24,3.36,66.65,36.23,3.67,4.22
20121,CIBOLA,2026-08-23,Y,F,749,78.9,5.6,65.66,45.58,3.49,4.12
20610,RED LAKE,2026-08-23,Y,F,100,29.89,2.16,32.68,20.99,6.13,8.24
55523735,RED CANYON,2026-08-23,Y,F,381,47.69,3.81,48.68,33.18,4.95,6.71
21206,SASABE,2026-08-23,Y,F,628,43.6,2.87,42.64,27.47,5.12,8.35
292001,BEAVERHEAD,2026-08-23,Y,F,183,38.82,2.75,34.16,24.33,5.12,8.01
55523738,T BAR,2026-08-23,Y,F,29,35.24,2.74,30.97,23.2,5.78,9.07
292004,LUNA,2026-08-23,Y,F,264,39.74,3.23,32.45,25.58,5.43,8.19
20608,SAN CARLOS #1,2026-08-23,Y,F,611,65.89,3.25,63.31,34.87,3.1,4.43
21205,EMPIRE,2026-08-23,Y,F,285,46.87,2.99,45.14,28.63,4.73,6.32
293304,LAGUNA,2026-08-23,Y,F,546,58.5,4.35,55.09,37.24,4.17,6.43
20402,PINEY HILL,2026-08-23,Y,F,188,31.01,2.78,42.79,27.04,6.57,10.53
20284,GREENBASE,2026-08-23,Y,F,228,32.65,2.83,33.76,24.28,6.4,8.34
55523737,SOWATS,2026-08-23,Y,F,160,43.18,3.6,45.47,31.17,5.44,7.21
20401,ALPINE,2026-08-23,Y,F,88,24.73,2.05,34.34,21.24,6.96,10.11
55522344,PINEDALE,2026-08-23,Y,F,262,33.2,2.63,41.55,26.05,6.17,8.81
55523718,CEDAR RIDGE,2026-08-23,Y,F,330,38.9,3.24,54.81,32.61,5.9,6.34
21105,TRAIL CABIN,2026-08-23,Y,F,419,53.19,3.44,50.77,32.28,4.23,6.15
290210,TRUCHAS,2026-08-23,Y,F,251,44.77,3.68,41.33,30.27,5.3,7.58
20209,FLAGSTAFF,2026-08-23,Y,F,288,32.92,2.83,38.12,25.81,6.27,9.2
20226,PARIA POINT,2026-08-23,Y,F,401,36.23,2.74,50.41,29.0,5.71,7.29
290702,JEMEZ,2026-08-23,Y,F,316,52.55,4.74,42.68,34.55,5.14,7.17
20503,VERDE,2026-08-23,Y,F,556,48.33,2.8,49.54,29.09,4.3,6.45
290307,WILD RIVERS,2026-08-23,Y,F,520,38.92,3.21,42.16,28.77,5.88,8.66
20211,BRIGHT ANGEL,2026-08-23,Z,F,270,43.91,18.25,90.01,88.43,5.88,7.84
20221,PROMONTORY,2026-08-23,Z,F,129,21.13,7.21,82.12,56.63,7.66,8.5
20227,FOUR SPRINGS,2026-08-23,Z,F,288,42.1,12.91,99.1,80.75,5.45,7.1
20303,LAKESIDE,2026-08-23,Z,F,22,25.86,8.62,70.43,56.79,7.1,10.1
21209,SELLS,2026-08-23,Z,F,192,47.5,10.62,104.62,75.62,4.63,6.5
21414,RUCKER,2026-08-23,Z,F,60,35.2,7.43,97.11,60.54,4.74,6.08
20404,GREER,2026-08-23,Z,F,59,20.05,7.1,65.5,50.76,7.82,11.75
21106,STRAY HORSE,2026-08-23,Z,F,115,31.78,11.17,94.62,71.1,5.63,7.07
21005,COLUMBINE,2026-08-23,Z,F,42,19.35,5.58,75.37,44.6,6.76,8.02
21502,OATMAN,2026-08-23,Z,F,638,60.98,13.29,127.28,91.96,3.9,4.53
21302,HOPKINS,2026-08-23,Z,F,485,28.68,8.96,92.48,66.2,6.69,7.76
20507,GOODWIN MESA,2026-08-23,Z,F,454,68.15,18.75,110.75,100.78,4.02,5.01
21010,NOON CREEK,2026-08-23,Z,F,464,57.78,13.07,117.72,86.25,3.52,4.96
20510,SUNSET POINT,2026-08-23,Z,F,621,57.97,13.1,117.24,87.77,3.99,5.21
21411,CARR,2026-08-23,Z,F,91,30.88,7.82,98.73,61.58,5.39,6.66
21409,HEADQUARTERS,2026-08-23,Z,F,470,46.48,9.54,106.63,72.71,4.23,5.61
21202,SAGUARO,2026-08-23,Z,F,433,51.35,9.87,113.16,75.96,3.89,5.17
21007,MULESHOE RANCH,2026-08-23,Z,F,374,47.56,9.63,108.2,73.6,4.07,5.44
21104,GUTHRIE,2026-08-23,Z,F,406,56.64,20.66,112.04,98.25,4.31,5.65
21208,SCOUT CAMP,2026-08-23,Z,F,95,21.1,9.22,79.85,62.41,8.02,11.79
55522385,TAOS PUEBLO RAWS,2026-08-23,Z,F,456,52.17,27.99,90.3,110.58,5.43,8.48
20903,HORSE CAMP CANYON,2026-08-23,Z,F,577,61.38,14.88,112.03,91.07,3.95,6.02
292302,DUNKEN,2026-08-23,Z,F,488,69.24,23.39,116.96,114.3,3.87,5.25
20601,GLOBE,2026-08-23,Z,F,517,49.79,11.05,116.57,81.11,4.2,5.09
20223,GUNSIGHT,2026-08-23,Z,F,525,58.45,16.12,107.69,92.5,4.35,5.8
20307,NAVAJO MONUMENT,2026-08-23,Z,F,202,45.64,14.66,94.13,83.47,5.35,7.5
292005,RESERVE,2026-08-23,Z,F,458,52.3,15.38,85.91,82.07,4.57,7.26
20906,CASA GRANDE,2026-08-23,Z,F,687,68.29,15.52,116.9,94.79,3.63,4.61
293202,PADUCA,2026-08-23,Z,F,605,67.28,24.88,115.32,117.16,4.18,5.57
20609,HILLTOP,2026-08-23,Z,F,86,34.1,7.28,88.36,57.31,4.96,7.01
20213,FRAZIER WELLS,2026-08-23,Z,F,98,46.32,18.94,97.39,93.94,5.77,6.97
20309,LIMESTONE CANYON,2026-08-23,Z,F,189,33.05,9.43,91.09,67.32,5.71,7.61
55522318,MOHAWK DUNES,2026-08-23,Z,F,748,60.66,14.59,124.25,94.76,4.24,4.55
292901,MCGREGGOR RANGE,2026-08-23,Z,F,598,68.24,17.26,119.41,100.2,3.69,5.13
20217,YELLOW JOHN MOUNTAIN,2026-08-23,Z,F,289,37.24,8.59,93.9,63.52,4.77,6.52
290203,DEADMAN PEAK,2026-08-23,Z,F,492,59.2,28.08,99.0,115.54,4.55,7.41
292203,SMOKEY BEAR,2026-08-23,Z,F,103,46.94,14.67,82.22,78.13,5.32,7.31
21303,CANELO,2026-08-23,Z,F,127,38.91,10.9,90.3,71.68,5.4,7.12
290705,CUBA,2026-08-23,Z,F,474,62.86,22.1,99.61,103.78,4.31,6.39
55522271,FTHL YDMA,2026-08-23,Z,F,745,64.1,21.35,112.87,108.2,4.76,4.7
291302,GRANTS,2026-08-23,Z,F,122,33.43,10.77,79.13,66.76,5.92,8.81
292903,DRIPPING SPRINGS,2026-08-23,Z,F,449,50.69,11.26,120.68,83.05,4.14,4.8
293101,BATDRAW,2026-08-23,Z,F,565,72.18,26.3,124.46,124.51,3.67,4.9
290305,BLACK MESA,2026-08-23,Z,F,612,51.47,13.86,100.38,84.04,4.67,7.22
292702,HACHITA VALLEY,2026-08-23,Z,F,591,68.85,15.87,121.79,97.69,3.43,4.55
20310,MOUNTAIN LION,2026-08-23,Z,F,74,22.37,5.3,79.04,46.29,6.22,8.01
20215,MORMON LAKE,2026-08-23,Z,F,287,29.5,9.05,79.04,61.64,6.46,9.07
290801,TOWER,2026-08-23,Z,F,532,60.38,17.89,103.77,95.96,4.46,6.44
20611,SHADOW RIM,2026-08-23,Z,F,449,43.23,11.57,88.84,72.67,5.2,7.04
20219,OAK CREEK,2026-08-23,Z,F,579,42.01,9.14,103.82,70.3,4.66,6.13
290205,DULCE #2,2026-08-23,Z,F,409,56.39,26.73,85.49,105.57,5.01,8.63
20224,BUCKSKIN MTN,2026-08-23,Z,F,420,50.68,15.29,101.7,88.13,4.92,6.47
290101,WASHINGTON PASS,2026-08-23,Z,F,252,24.81,8.44,78.49,56.74,6.87,10.97
55522251,DEVILS HILLS,2026-08-23,Z,F,735,50.75,12.63,123.29,86.29,4.7,4.53
20509,STANTON,2026-08-23,Z,F,547,55.21,14.06,120.52,91.73,4.2,5.08
20116,UNION PASS,2026-08-23,Z,F,583,69.52,17.42,127.84,103.95,3.7,4.25
21009,DRY LAKE,2026-08-23,Z,F,388,44.95,10.62,99.69,73.59,4.62,6.48
55522232,CAVE CREEK,2026-08-23,Z,F,543,34.83,7.9,102.81,62.82,5.08,8.7
290901,SANTA FE WATERSHED,2026-08-23,Z,F,371,52.88,19.59,91.83,91.72,4.98,6.92
21207,RINCON,2026-08-23,Z,F,20,27.34,10.36,83.95,66.63,6.78,7.98
55522326,NEVERSHINE,2026-08-23,Z,F,681,81.43,25.49,135.11,127.53,3.1,3.97
293301,MALPAIS LAVA FLOW,2026-08-23,Z,F,169,48.75,17.83,76.05,83.06,5.38,9.48
20602,PAYSON,2026-08-23,Z,F,386,39.54,10.0,98.06,71.42,5.3,6.83
291402,OAK FLATS,2026-08-23,Z,F,454,56.39,17.44,97.1,91.94,4.69,6.69
291301,BRUSHY MOUNTAIN,2026-08-23,Z,F,209,37.11,11.08,84.68,69.95,5.58,8.1
21008,BLACK HILLS,2026-08-23,Z,F,292,60.38,10.78,127.42,83.42,3.15,4.33
292504,BURRO MOUNTAIN,2026-08-23,Z,F,292,56.09,18.37,105.34,91.3,4.52,6.0
293305,RAMAH,2026-08-23,Z,F,303,51.47,21.81,77.39,91.87,5.31,9.66
55522210,BAKERS TANK,2026-08-23,Z,F,739,56.89,14.17,125.34,93.85,4.54,4.55
20502,CROWN KING,2026-08-23,Z,F,384,37.97,10.17,97.82,71.22,5.41,6.37
20511,CHERRY,2026-08-23,Z,F,203,36.82,8.61,96.02,66.01,5.29,6.56
290401,CIMARRON,2026-08-23,Z,F,222,36.97,14.87,76.76,76.73,6.25,9.18
21505,GOLDFIELD,2026-08-23,Z,F,683,59.57,10.51,114.42,78.25,3.3,5.42
55522238,CIPRIANO,2026-08-23,Z,F,712,57.01,18.29,119.53,99.98,5.08,4.52
20291,HAPPY JACK,2026-08-23,Z,F,386,28.85,8.96,77.75,60.94,6.62,8.9
20119,MUSIC MOUNTAIN,2026-08-23,Z,F,550,64.94,21.77,113.78,107.7,4.25,5.31
291408,SANDIA LAB,2026-08-23,Z,F,265,47.89,12.19,104.35,80.36,4.66,6.41
290603,ZUNI BUTTES,2026-08-23,Z,F,222,58.78,24.57,90.11,104.07,4.79,7.34
20603,PLEASANT VALLEY,2026-08-23,Z,F,303,44.49,10.49,93.33,70.96,4.75,6.66
55522198,10K,2026-08-23,Z,F,206,41.07,15.57,87.21,83.0,5.99,7.62
20102,FORT YUMA,2026-08-23,Z,F,745,66.42,18.13,118.26,102.31,4.38,4.75
21501,SMITH PEAK,2026-08-23,Z,F,657,61.75,12.12,129.53,88.75,3.45,4.29
21503,AHAKHAV PRESERVE,2026-08-23,Z,F,746,77.33,19.75,121.59,107.67,3.57,4.38
292104,MAGDALENA,2026-08-23,Z,F,56,35.53,9.74,88.01,67.11,5.55,7.74
293303,BLUEWATER RIDGE,2026-08-23,Z,F,213,32.59,10.5,81.22,66.73,6.3,9.82
290204,JARITA MESA,2026-08-23,Z,F,199,44.91,15.97,85.71,83.41,5.62,8.8
292011,GILA CENTER RAWS,2026-08-23,Z,F,154,41.58,9.04,79.19,61.57,4.65,8.04
291002,BARTLEY,2026-08-23,Z,F,136,42.58,18.51,84.94,87.44,6.24,7.95
20508,HUMBUG CREEK,2026-08-23,Z,F,265,54.29,17.06,108.91,96.02,5.0,5.62
290201,STONE LAKE,2026-08-23,Z,F,487,59.87,28.05,94.15,112.72,4.6,7.71
292904,SAN ANDRES,2026-08-23,Z,F,492,42.81,8.19,117.45,70.95,4.17,5.11
290102,ALBINO CANYON,2026-08-23,Z,F,484,59.14,25.07,101.16,109.4,4.71,7.8
20612,PINE,2026-08-23,Z,F,463,42.43,11.49,97.09,75.76,5.3,6.66
20216,WARM SPRINGS CANYON,2026-08-23,Z,F,348,41.53,15.55,85.2,81.93,5.99,7.86
290706,SANDIA LAKES,2026-08-23,Z,F,678,61.44,16.34,108.2,93.0,4.12,5.85
55522341,PICACHO PEAK,2026-08-23,Z,F,724,58.34,13.1,119.55,88.56,4.0,5.0
20120,TRUXTON CANYON,2026-08-23,Z,F,273,58.32,16.19,115.21,96.09,4.38,5.21
20109,TWEEDS POINT,2026-08-23,Z,F,556,65.76,27.34,121.34,125.26,4.15,4.88
293002,MAYHILL,2026-08-23,Z,F,465,39.34,8.85,95.35,65.27,4.67,6.52
292009,PELONA MOUNTAIN,2026-08-23,Z,F,239,36.34,12.14,87.66,74.3,5.6,7.99
20207,TUSAYAN,2026-08-23,Z,F,352,38.46,11.09,81.22,68.0,5.62,8.11
292301,EIGHT MILE DRAW,2026-08-23,Z,F,606,77.42,27.21,118.5,123.37,3.32,5.1
20107,MOUNT LOGAN,2026-08-23,Z,F,157,38.47,12.5,100.29,79.37,5.75,6.64
20108,OLAF KNOLLS,2026-08-23,Z,F,632,80.41,20.8,133.28,115.33,3.13,4.02
291501,MOUNTAINAIR,2026-08-23,Z,F,472,61.16,16.53,101.01,91.28,4.11,6.05
55522384,TANKS,2026-08-23,Z,F,304,39.04,9.92,92.49,67.7,5.03,6.73
20212,DRY PARK,2026-08-23,Z,F,99,34.51,13.31,80.59,74.34,6.55,8.41
20220,LINDBERGH HILL,2026-08-23,Z,F,399,35.29,13.36,85.44,76.71,6.49,8.32
292105,SEVILLETA,2026-08-23,Z,F,558,72.15,19.43,107.7,101.12,3.66,5.56
20117,HURRICANE,2026-08-23,Z,F,412,64.15,18.37,109.84,99.69,4.2,5.58
55522315,MIDNIGHT,2026-08-23,Z,F,159,35.02,14.72,68.9,72.41,6.64,10.17
20118,HAVASU,2026-08-23,Z,F,657,82.38,16.91,129.07,103.08,2.88,4.03
20114,BLACK ROCK,2026-08-23,Z,F,198,34.47,8.49,105.77,67.56,5.11,6.01
292013,MOGOLLON,2026-08-23,Z,F,167,39.13,10.07,96.38,71.07,5.2,6.9
20501,IRON SPRINGS,2026-08-23,Z,F,384,43.24,12.91,94.92,79.15,5.48,6.64
293003,MESCAL,2026-08-23,Z,F,215,36.08,9.65,83.76,63.97,5.4,7.17
291901,MELROSE RANGE,2026-08-23,Z,F,654,75.43,29.39,114.01,125.76,3.42,5.37
292103,BOSQUE,2026-08-23,Z,F,670,62.24,14.9,110.28,88.98,3.59,5.56
20606,TONTO BASIN,2026-08-23,Z,F,603,60.2,11.96,120.63,85.32,3.56,4.64
20301,HEBER,2026-08-23,Z,F,224,27.67,7.77,74.1,56.0,6.45,10.83
291202,PECOS,2026-08-23,Z,F,75,56.84,26.2,94.92,107.56,4.84,6.79
292102,CHUPADERA,2026-08-23,Z,F,519,67.92,18.88,110.97,101.35,3.95,5.53
20113,NIXON FLATS,2026-08-23,Z,F,307,37.8,9.91,91.6,68.33,5.31,6.96
291101,MILLS CANYON,2026-08-23,Z,F,541,63.32,23.47,101.47,105.74,4.41,6.55
55522257,DUTCH KID,2026-08-23,Z,F,115,37.36,10.99,82.7,68.35,5.79,7.48
292012,DATIL,2026-08-23,Z,F,173,31.97,10.49,79.0,66.24,5.93,8.92
293105,QUEEN,2026-08-23,Z,F,367,59.73,14.91,114.83,92.2,3.97,5.49
290202,COYOTE,2026-08-23,Z,F,243,48.74,19.46,83.3,89.92,5.68,9.21
293004,COSMIC,2026-08-23,Z,F,69,24.73,8.39,85.82,57.59,6.48,7.43
20115,MOSS BASIN,2026-08-23,Z,F,399,53.08,15.51,100.61,88.31,4.79,5.74
20312,HOPI,2026-08-23,Z,F,476,60.31,27.73,96.32,113.46,4.64,6.88
293104,CAPROCK,2026-08-23,Z,F,493,70.48,28.1,117.12,124.71,3.84,5.51
292008,SLAUGHTER,2026-08-23,Z,F,16,31.12,14.16,72.31,72.99,6.82,10.15
21504,BELMONT,2026-08-23,Z,F,693,58.96,11.84,128.2,87.38,3.67,4.22
20121,CIBOLA,2026-08-23,Z,F,749,78.9,24.29,127.3,121.36,3.49,4.12
20610,RED LAKE,2026-08-23,Z,F,100,27.01,6.7,75.06,51.74,6.13,8.24
55523735,RED CANYON,2026-08-23,Z,F,381,48.93,15.22,97.81,86.54,4.95,6.71
21206,SASABE,2026-08-23,Z,F,628,41.99,10.11,88.29,68.53,5.12,8.35
292001,BEAVERHEAD,2026-08-23,Z,F,183,36.33,9.7,78.26,63.61,5.12,8.01
55523738,T BAR,2026-08-23,Z,F,29,33.94,10.13,71.13,62.02,5.78,9.07
292004,LUNA,2026-08-23,Z,F,264,39.24,12.47,75.63,70.28,5.43,8.19
20608,SAN CARLOS #1,2026-08-23,Z,F,611,61.64,10.81,124.49,82.74,3.1,4.43
21205,EMPIRE,2026-08-23,Z,F,285,45.14,10.53,96.15,72.39,4.73,6.32
293304,LAGUNA,2026-08-23,Z,F,546,60.02,18.83,106.83,97.82,4.17,6.43
20402,PINEY HILL,2026-08-23,Z,F,188,30.59,10.29,82.73,66.55,6.57,10.53
20284,GREENBASE,2026-08-23,Z,F,228,32.22,10.46,76.16,64.37,6.4,8.34
55523737,SOWATS,2026-08-23,Z,F,160,44.29,14.41,93.39,81.76,5.44,7.21
20401,ALPINE,2026-08-23,Z,F,88,22.34,6.37,72.83,50.5,6.96,10.11
55522344,PINEDALE,2026-08-23,Z,F,262,31.96,9.27,84.68,64.48,6.17,8.81
55523718,CEDAR RIDGE,2026-08-23,Z,F,330,39.18,12.5,105.88,82.13,5.9,6.34
21105,TRAIL CABIN,2026-08-23,Z,F,419,52.5,12.72,103.73,81.84,4.23,6.15
290210,TRUCHAS,2026-08-23,Z,F,251,45.94,14.71,87.79,80.92,5.3,7.58
20209,FLAGSTAFF,2026-08-23,Z,F,288,32.48,10.48,80.42,66.2,6.27,9.2
20226,PARIA POINT,2026-08-23,Z,F,401,34.88,9.65,97.62,70.14,5.71,7.29
290702,JEMEZ,2026-08-23,Z,F,316,54.0,20.54,90.37,95.83,5.14,7.17
20503,VERDE,2026-08-23,Z,F,556,45.21,9.32,101.46,70.37,4.3,6.45
290307,WILD RIVERS,2026-08-23,Z,F,520,39.21,12.38,84.78,73.83,5.88,8.66
