station_id,station_name,summary_date,fuel_model,nfdr_type,kbdi,ignition_component_max,spread_component_max,energy_release_component_max,burning_index_max,one_hr_tl_fuel_moisture_min,ten_hr_tl_fuel_moisture_min
20211,BRIGHT ANGEL,2026-08-23,V,F,270,39.6,87.37,4.62,45.33,5.88,7.84
20221,PROMONTORY,2026-08-23,V,F,129,6.56,3.95,0.83,5.2,7.66,8.5
20227,FOUR SPRINGS,2026-08-23,V,F,288,42.04,73.17,6.77,52.27,5.45,7.1
20303,LAKESIDE,2026-08-23,V,F,22,22.62,37.51,3.87,29.71,7.1,10.1
21209,SELLS,2026-08-23,V,F,515,45.54,55.51,7.73,48.92,4.63,6.5
21414,RUCKER,2026-08-23,V,F,60,29.29,29.27,5.93,31.45,4.74,6.08
20404,GREER,2026-08-23,V,F,59,6.66,4.45,0.91,5.72,7.82,11.75
21106,STRAY HORSE,2026-08-23,V,F,115,18.17,25.39,3.32,18.25,5.63,7.07
21005,COLUMBINE,2026-08-23,V,F,42,1.93,0.26,0.1,0.55,6.76,8.02
21502,OATMAN,2026-08-23,V,F,638,59.24,71.32,8.67,57.89,3.9,4.53
21302,HOPKINS,2026-08-23,V,F,485,28.01,48.53,5.48,39.28,6.69,7.76
20507,GOODWIN MESA,2026-08-23,V,F,454,68.61,109.44,8.51,69.88,4.02,5.01
21010,NOON CREEK,2026-08-23,V,F,464,56.34,70.64,9.18,57.27,3.52,4.96
20510,SUNSET POINT,2026-08-23,V,F,621,56.43,70.57,8.54,57.21,3.99,5.21
21411,CARR,2026-08-23,V,F,91,28.03,43.07,6.76,35.37,5.39,6.66
21409,HEADQUARTERS,2026-08-23,V,F,470,43.37,47.23,8.24,46.78,4.23,5.61
21202,SAGUARO,2026-08-23,V,F,433,47.85,48.69,8.69,48.44,3.89,5.17
21007,MULESHOE RANCH,2026-08-23,V,F,374,44.33,47.59,8.44,47.19,4.07,5.44
21104,GUTHRIE,2026-08-23,V,F,406,56.78,137.35,8.14,62.68,4.31,5.65
21208,SCOUT CAMP,2026-08-23,V,F,95,8.65,8.64,1.16,8.37,8.02,11.79
55522385,TAOS PUEBLO RAWS,2026-08-23,V,F,456,52.17,181.1,6.8,78.98,5.43,8.48
20903,HORSE CAMP CANYON,2026-08-23,V,F,577,60.86,83.17,8.6,61.84,3.95,6.02
292302,DUNKEN,2026-08-23,V,F,488,69.24,141.25,8.71,79.44,3.87,5.25
20601,GLOBE,2026-08-23,V,F,517,47.5,57.16,8.28,50.74,4.2,5.09
20223,GUNSIGHT,2026-08-23,V,F,525,58.68,92.34,8.09,62.98,4.35,5.8
20307,NAVAJO MONUMENT,2026-08-23,V,F,202,46.18,85.29,6.88,56.51,5.35,7.5
292005,RESERVE,2026-08-23,V,F,458,52.73,88.86,7.8,59.95,4.57,7.26
20906,CASA GRANDE,2026-08-23,V,F,687,67.54,86.28,9.03,64.36,3.63,4.61
293202,PADUCA,2026-08-23,V,F,605,67.28,152.18,8.3,80.41,4.18,5.57
20609,HILLTOP,2026-08-23,V,F,89,31.12,34.47,7.33,37.44,4.96,7.01
20213,FRAZIER WELLS,2026-08-23,V,F,98,45.54,104.27,5.19,53.06,5.77,6.97
20309,LIMESTONE CANYON,2026-08-23,V,F,341,32.04,50.38,6.46,42.17,5.71,7.61
55522318,MOHAWK DUNES,2026-08-23,V,F,748,59.89,80.83,8.22,59.83,4.24,4.55
292901,MCGREGGOR RANGE,2026-08-23,V,F,598,68.43,98.66,8.94,67.95,3.69,5.13
20217,YELLOW JOHN MOUNTAIN,2026-08-23,V,F,289,34.58,43.23,7.56,41.59,4.77,6.52
290203,DEADMAN PEAK,2026-08-23,V,F,492,59.2,177.42,7.83,83.61,4.55,7.41
292203,SMOKEY BEAR,2026-08-23,V,F,103,47.52,85.49,6.92,56.71,5.32,7.31
21303,CANELO,2026-08-23,V,F,127,37.54,60.4,6.83,46.08,5.4,7.12
290705,CUBA,2026-08-23,V,F,474,62.86,134.06,8.13,74.76,4.31,6.39
55522271,FTHL YDMA,2026-08-23,V,F,745,64.1,128.93,7.57,71.11,4.76,4.7
291302,GRANTS,2026-08-23,V,F,122,27.82,46.01,4.45,32.85,5.92,8.81
292903,DRIPPING SPRINGS,2026-08-23,V,F,449,48.32,58.88,8.35,51.8,4.14,4.8
293101,BATDRAW,2026-08-23,V,F,565,72.18,160.71,8.98,85.46,3.67,4.9
290305,BLACK MESA,2026-08-23,V,F,612,51.13,77.72,7.69,56.98,4.67,7.22
292702,HACHITA VALLEY,2026-08-23,V,F,591,68.14,88.39,9.31,66.01,3.43,4.55
20310,MOUNTAIN LION,2026-08-23,V,F,74,11.64,8.78,3.15,12.69,6.22,8.01
20215,MORMON LAKE,2026-08-23,V,F,287,25.59,38.72,4.31,31.68,6.46,9.07
290801,TOWER,2026-08-23,V,F,532,61.32,104.82,7.95,66.39,4.46,6.44
20611,SHADOW RIM,2026-08-23,V,F,449,42.45,63.41,7.06,49.88,5.2,7.04
20219,OAK CREEK,2026-08-23,V,F,579,39.26,48.92,7.69,44.48,4.66,6.13
290205,DULCE #2,2026-08-23,V,F,409,56.39,170.73,7.28,79.34,5.01,8.63
20224,BUCKSKIN MTN,2026-08-23,V,F,420,51.03,88.09,7.38,59.24,4.92,6.47
290101,WASHINGTON PASS,2026-08-23,V,F,252,15.78,22.4,3.09,18.79,6.87,10.97
55522251,DEVILS HILLS,2026-08-23,V,F,735,49.44,71.69,7.65,52.21,4.7,4.53
20509,STANTON,2026-08-23,V,F,547,53.71,78.32,8.28,57.55,4.2,5.08
20116,UNION PASS,2026-08-23,V,F,583,69.55,99.1,8.94,68.28,3.7,4.25
21009,DRY LAKE,2026-08-23,V,F,388,42.46,53.88,7.07,46.3,4.62,6.48
55522232,CAVE CREEK,2026-08-23,V,F,543,31.87,40.81,7.19,37.73,5.08,8.7
290901,SANTA FE WATERSHED,2026-08-23,V,F,371,53.75,121.36,7.31,64.95,4.98,6.92
21207,RINCON,2026-08-23,V,F,20,6.23,2.62,0.6,3.71,6.78,7.98
55522326,NEVERSHINE,2026-08-23,V,F,681,81.43,154.07,9.78,86.91,3.1,3.97
293301,MALPAIS LAVA FLOW,2026-08-23,V,F,169,50.32,108.95,6.85,62.33,5.38,9.48
20602,PAYSON,2026-08-23,V,F,386,38.08,52.69,6.94,45.47,5.3,6.83
291402,OAK FLATS,2026-08-23,V,F,454,57.38,102.64,7.65,64.62,4.69,6.69
291301,BRUSHY MOUNTAIN,2026-08-23,V,F,209,33.32,50.75,5.13,38.6,5.58,8.1
21008,BLACK HILLS,2026-08-23,V,F,664,56.42,55.38,9.71,53.42,3.15,4.33
292504,BURRO MOUNTAIN,2026-08-23,V,F,292,56.32,119.34,7.87,61.98,4.52,6.0
293305,RAMAH,2026-08-23,V,F,303,52.67,137.04,6.93,69.85,5.31,9.66
55522210,BAKERS TANK,2026-08-23,V,F,739,56.19,78.6,7.85,57.82,4.54,4.55
20502,CROWN KING,2026-08-23,V,F,384,36.59,57.35,6.82,44.91,5.41,6.37
20511,CHERRY,2026-08-23,V,F,203,34.59,43.19,6.96,41.53,5.29,6.56
290401,CIMARRON,2026-08-23,V,F,222,24.81,38.71,3.34,27.6,6.25,9.18
21505,GOLDFIELD,2026-08-23,V,F,683,55.81,52.42,9.49,52.37,3.3,5.42
55522238,CIPRIANO,2026-08-23,V,F,712,57.86,114.78,7.2,61.91,5.08,4.52
20291,HAPPY JACK,2026-08-23,V,F,386,26.11,41.69,4.39,33.08,6.62,8.9
20119,MUSIC MOUNTAIN,2026-08-23,V,F,550,64.94,131.8,8.21,73.2,4.25,5.31
291408,SANDIA LAB,2026-08-23,V,F,265,46.81,67.02,7.69,52.93,4.66,6.41
290603,ZUNI BUTTES,2026-08-23,V,F,222,58.78,154.43,7.54,75.31,4.79,7.34
20603,PLEASANT VALLEY,2026-08-23,V,F,303,42.73,54.99,7.59,48.31,4.75,6.66
55522198,10K,2026-08-23,V,F,206,24.39,31.22,2.8,23.52,5.99,7.62
20102,FORT YUMA,2026-08-23,V,F,745,67.2,105.53,8.04,66.94,4.38,4.75
21501,SMITH PEAK,2026-08-23,V,F,657,58.98,62.86,9.29,56.38,3.45,4.29
21503,AHAKHAV PRESERVE,2026-08-23,V,F,746,77.33,115.1,9.12,73.82,3.57,4.38
292104,MAGDALENA,2026-08-23,V,F,56,22.69,22.59,3.82,23.39,5.55,7.74
293303,BLUEWATER RIDGE,2026-08-23,V,F,213,26.83,40.46,4.15,31.78,6.3,9.82
290204,JARITA MESA,2026-08-23,V,F,199,46.15,95.81,6.59,58.43,5.62,8.8
292011,GILA CENTER RAWS,2026-08-23,V,F,276,39.1,45.42,7.71,44.56,4.65,8.04
291002,BARTLEY,2026-08-23,V,F,136,29.89,51.87,3.46,32.46,6.24,7.95
20508,HUMBUG CREEK,2026-08-23,V,F,265,55.16,100.13,7.29,62.48,5.0,5.62
290201,STONE LAKE,2026-08-23,V,F,487,59.87,177.62,7.77,83.73,4.6,7.71
292904,SAN ANDRES,2026-08-23,V,F,492,38.63,41.34,8.31,42.42,4.17,5.11
290102,ALBINO CANYON,2026-08-23,V,F,484,59.14,157.89,7.63,77.72,4.71,7.8
20612,PINE,2026-08-23,V,F,463,41.66,62.97,6.94,49.35,5.3,6.66
20216,WARM SPRINGS CANYON,2026-08-23,V,F,348,38.39,75.34,4.71,44.85,5.99,7.86
290706,SANDIA LAKES,2026-08-23,V,F,678,61.7,93.64,8.38,64.06,4.12,5.85
55522341,PICACHO PEAK,2026-08-23,V,F,724,56.76,70.49,8.53,57.14,4.0,5.0
20120,TRUXTON CANYON,2026-08-23,V,F,273,58.42,92.32,8.04,62.97,4.38,5.21
20109,TWEEDS POINT,2026-08-23,V,F,556,65.76,168.62,8.33,84.44,4.15,4.88
293002,MAYHILL,2026-08-23,V,F,465,36.93,44.3,7.69,43.09,4.67,6.52
292009,PELONA MOUNTAIN,2026-08-23,V,F,239,30.99,52.52,4.82,36.82,5.6,7.99
20207,TUSAYAN,2026-08-23,V,F,352,38.0,61.54,6.58,47.59,5.62,8.11
292301,EIGHT MILE DRAW,2026-08-23,V,F,606,77.42,167.71,9.47,89.31,3.32,5.1
20107,MOUNT LOGAN,2026-08-23,V,F,157,29.13,40.73,4.2,31.82,5.75,6.64
20108,OLAF KNOLLS,2026-08-23,V,F,632,80.41,121.67,9.74,78.07,3.13,4.02
291501,MOUNTAINAIR,2026-08-23,V,F,474,61.43,94.78,8.39,64.97,4.11,6.05
55522384,TANKS,2026-08-23,V,F,304,37.68,52.49,7.26,45.21,5.03,6.73
20212,DRY PARK,2026-08-23,V,F,99,16.48,17.25,1.64,14.01,6.55,8.41
20220,LINDBERGH HILL,2026-08-23,V,F,399,29.66,53.61,4.0,35.56,6.49,8.32
292105,SEVILLETA,2026-08-23,V,F,558,72.15,113.93,9.0,73.03,3.66,5.56
20117,HURRICANE,2026-08-23,V,F,412,65.06,107.39,8.27,68.36,4.2,5.58
55522315,MIDNIGHT,2026-08-23,V,F,159,5.7,2.22,0.55,3.3,6.64,10.17
20118,HAVASU,2026-08-23,V,F,657,81.92,95.06,10.1,70.87,2.88,4.03
20114,BLACK ROCK,2026-08-23,V,F,198,30.04,36.66,5.68,34.18,5.11,6.01
292013,MOGOLLON,2026-08-23,V,F,167,35.85,48.02,5.88,40.28,5.2,6.9
20501,IRON SPRINGS,2026-08-23,V,F,384,43.14,73.05,6.74,52.13,5.48,6.64
293003,MESCAL,2026-08-23,V,F,215,34.6,50.45,6.3,41.78,5.4,7.17
291901,MELROSE RANGE,2026-08-23,V,F,654,75.43,183.16,9.33,92.39,3.42,5.37
292103,BOSQUE,2026-08-23,V,F,670,61.55,83.37,9.09,62.01,3.59,5.56
20606,TONTO BASIN,2026-08-23,V,F,603,57.51,62.03,9.13,55.6,3.56,4.64
20301,HEBER,2026-08-23,V,F,224,26.41,40.22,5.65,36.53,6.45,10.83
291202,PECOS,2026-08-23,V,F,86,56.84,159.27,6.58,71.79,4.84,6.79
292102,CHUPADERA,2026-08-23,V,F,519,68.14,110.29,8.61,70.49,3.95,5.53
20113,NIXON FLATS,2026-08-23,V,F,307,36.46,52.41,6.94,45.1,5.31,6.96
291101,MILLS CANYON,2026-08-23,V,F,541,63.32,145.1,8.01,75.81,4.41,6.55
55522257,DUTCH KID,2026-08-23,V,F,115,36.91,60.97,6.4,46.85,5.79,7.48
292012,DATIL,2026-08-23,V,F,173,24.96,36.84,4.23,29.82,5.93,8.92
293105,QUEEN,2026-08-23,V,F,370,59.13,83.07,8.57,61.76,3.97,5.49
290202,COYOTE,2026-08-23,V,F,243,48.74,117.69,5.89,61.03,5.68,9.21
293004,COSMIC,2026-08-23,V,F,42,5.01,1.62,0.46,2.58,6.48,7.43
20115,MOSS BASIN,2026-08-23,V,F,399,53.34,89.05,7.54,60.12,4.79,5.74
20312,HOPI,2026-08-23,V,F,476,60.31,175.09,7.72,82.17,4.64,6.88
293104,CAPROCK,2026-08-23,V,F,493,70.48,174.32,8.75,87.68,3.84,5.51
292008,SLAUGHTER,2026-08-23,V,F,16,18.8,29.36,2.33,20.17,6.82,10.15
21504,BELMONT,2026-08-23,V,F,693,56.22,61.2,8.98,54.82,3.67,4.22
20121,CIBOLA,2026-08-23,V,F,749,78.9,146.0,9.23,82.31,3.49,4.12
20610,RED LAKE,2026-08-23,V,F,100,23.97,29.99,5.09,30.06,6.13,8.24
55523735,RED CANYON,2026-08-23,V,F,381,49.32,87.91,7.35,59.07,4.95,6.71
21206,SASABE,2026-08-23,V,F,628,40.47,53.37,7.15,46.35,5.12,8.35
292001,BEAVERHEAD,2026-08-23,V,F,183,34.58,51.6,7.14,44.0,5.12,8.01
55523738,T BAR,2026-08-23,V,F,29,21.47,24.98,3.61,22.34,5.78,9.07
292004,LUNA,2026-08-23,V,F,264,38.92,71.47,6.8,50.28,5.43,8.19
20608,SAN CARLOS #1,2026-08-23,V,F,611,57.68,53.81,9.78,53.73,3.1,4.43
21205,EMPIRE,2026-08-23,V,F,285,43.29,55.06,7.61,48.4,4.73,6.32
293304,LAGUNA,2026-08-23,V,F,546,60.3,117.16,8.32,65.27,4.17,6.43
20402,PINEY HILL,2026-08-23,V,F,188,29.54,54.52,4.77,38.82,6.57,10.53
20284,GREENBASE,2026-08-23,V,F,228,29.47,49.73,4.53,36.36,6.4,8.34
55523737,SOWATS,2026-08-23,V,F,160,44.89,84.14,6.76,55.24,5.44,7.21
20401,ALPINE,2026-08-23,V,F,88,11.59,9.75,2.08,12.02,6.96,10.11
55522344,PINEDALE,2026-08-23,V,F,262,31.1,49.89,6.0,41.47,6.17,8.81
55523718,CEDAR RIDGE,2026-08-23,V,F,330,39.19,71.09,6.28,49.81,5.9,6.34
21105,TRAIL CABIN,2026-08-23,V,F,419,51.25,68.88,8.23,55.62,4.23,6.15
290210,TRUCHAS,2026-08-23,V,F,251,46.48,85.62,6.94,56.85,5.3,7.58
20209,FLAGSTAFF,2026-08-23,V,F,288,30.91,53.98,4.91,38.95,6.27,9.2
20226,PARIA POINT,2026-08-23,V,F,401,33.72,51.24,6.48,43.49,5.71,7.29
290702,JEMEZ,2026-08-23,V,F,316,54.0,125.78,7.13,68.68,5.14,7.17
20503,VERDE,2026-08-23,V,F,556,42.25,46.27,8.15,45.63,4.3,6.45
290307,WILD RIVERS,2026-08-23,V,F,520,39.44,71.2,6.3,49.95,5.88,8.66
20211,BRIGHT ANGEL,2026-08-23,W,F,270,30.91,30.38,6.99,33.33,5.88,7.84
20221,PROMONTORY,2026-08-23,W,F,129,6.58,2.29,2.33,6.5,7.66,8.5
20227,FOUR SPRINGS,2026-08-23,W,F,288,34.4,28.13,9.33,39.0,5.45,7.1
20303,LAKESIDE,2026-08-23,W,F,22,18.58,14.53,5.21,22.0,7.1,10.1
21209,SELLS,2026-08-23,W,F,515,37.75,21.89,10.19,36.16,4.63,6.5
21414,RUCKER,2026-08-23,W,F,60,24.33,11.59,9.21,24.81,4.74,6.08
20404,GREER,2026-08-23,W,F,59,6.47,2.41,1.83,5.96,7.82,11.75
21106,STRAY HORSE,2026-08-23,W,F,115,16.37,7.16,4.68,14.83,5.63,7.07
21005,COLUMBINE,2026-08-23,W,F,42,3.98,0.91,1.84,3.19,6.76,8.02
21502,OATMAN,2026-08-23,W,F,638,47.82,26.68,11.77,42.38,3.9,4.53
21302,HOPKINS,2026-08-23,W,F,485,23.77,20.12,8.09,31.29,6.69,7.76
20507,GOODWIN MESA,2026-08-23,W,F,454,54.21,38.71,11.34,49.44,4.02,5.01
21010,NOON CREEK,2026-08-23,W,F,464,45.48,26.42,11.89,40.93,3.52,4.96
20510,SUNSET POINT,2026-08-23,W,F,621,45.61,26.47,11.35,41.52,3.99,5.21
21411,CARR,2026-08-23,W,F,91,24.42,18.3,9.44,28.69,5.39,6.66
21409,HEADQUARTERS,2026-08-23,W,F,470,36.3,18.99,10.97,35.07,4.23,5.61
21202,SAGUARO,2026-08-23,W,F,433,39.81,19.35,11.47,36.13,3.89,5.17
21007,MULESHOE RANCH,2026-08-23,W,F,374,37.06,19.1,11.13,35.42,4.07,5.44
21104,GUTHRIE,2026-08-23,W,F,406,45.34,50.78,10.79,45.95,4.31,5.65
21208,SCOUT CAMP,2026-08-23,W,F,95,7.42,3.8,1.85,7.14,8.02,11.79
55522385,TAOS PUEBLO RAWS,2026-08-23,W,F,456,51.22,62.51,8.76,54.73,5.43,8.48
20903,HORSE CAMP CANYON,2026-08-23,W,F,577,48.51,30.33,10.88,43.36,3.95,6.02
292302,DUNKEN,2026-08-23,W,F,488,61.05,48.21,11.43,54.73,3.87,5.25
20601,GLOBE,2026-08-23,W,F,517,39.22,22.37,11.16,38.11,4.2,5.09
20223,GUNSIGHT,2026-08-23,W,F,525,46.78,33.68,10.75,44.97,4.35,5.8
20307,NAVAJO MONUMENT,2026-08-23,W,F,202,37.35,32.03,9.18,41.11,5.35,7.5
292005,RESERVE,2026-08-23,W,F,458,42.33,32.87,9.89,42.93,4.57,7.26
20906,CASA GRANDE,2026-08-23,W,F,687,53.52,31.1,11.97,45.83,3.63,4.61
293202,PADUCA,2026-08-23,W,F,605,61.67,52.09,11.05,56.0,4.18,5.57
20609,HILLTOP,2026-08-23,W,F,89,27.01,14.9,9.67,28.66,4.96,7.01
20213,FRAZIER WELLS,2026-08-23,W,F,98,34.61,34.57,8.13,38.91,5.77,6.97
20309,LIMESTONE CANYON,2026-08-23,W,F,341,27.01,20.54,8.8,32.71,5.71,7.61
55522318,MOHAWK DUNES,2026-08-23,W,F,748,48.16,30.01,11.34,43.94,4.24,4.55
292901,MCGREGGOR RANGE,2026-08-23,W,F,598,53.79,35.0,11.68,47.53,3.69,5.13
20217,YELLOW JOHN MOUNTAIN,2026-08-23,W,F,289,29.41,17.95,10.09,31.52,4.77,6.52
290203,DEADMAN PEAK,2026-08-23,W,F,492,57.27,60.27,9.9,56.94,4.55,7.41
292203,SMOKEY BEAR,2026-08-23,W,F,103,38.41,32.07,9.19,41.16,5.32,7.31
21303,CANELO,2026-08-23,W,F,127,31.47,24.05,9.29,35.7,5.4,7.12
290705,CUBA,2026-08-23,W,F,474,53.69,46.72,10.49,52.01,4.31,6.39
55522271,FTHL YDMA,2026-08-23,W,F,745,54.36,45.88,10.64,51.93,4.76,4.7
291302,GRANTS,2026-08-23,W,F,122,22.87,17.77,6.29,25.25,5.92,8.81
292903,DRIPPING SPRINGS,2026-08-23,W,F,449,39.76,23.72,11.41,38.72,4.14,4.8
293101,BATDRAW,2026-08-23,W,F,565,67.01,53.75,11.81,58.57,3.67,4.9
290305,BLACK MESA,2026-08-23,W,F,612,41.36,29.19,10.09,41.15,4.67,7.22
292702,HACHITA VALLEY,2026-08-23,W,F,591,53.69,31.51,12.18,46.47,3.43,4.55
20310,MOUNTAIN LION,2026-08-23,W,F,74,10.98,3.71,4.04,10.43,6.22,8.01
20215,MORMON LAKE,2026-08-23,W,F,287,20.92,14.86,6.38,24.42,6.46,9.07
290801,TOWER,2026-08-23,W,F,532,48.54,37.7,10.47,47.09,4.46,6.44
20611,SHADOW RIM,2026-08-23,W,F,449,35.01,24.77,9.47,37.03,5.2,7.04
20219,OAK CREEK,2026-08-23,W,F,579,33.14,20.28,10.31,33.74,4.66,6.13
290205,DULCE #2,2026-08-23,W,F,409,53.71,58.72,9.01,53.87,5.01,8.63
20224,BUCKSKIN MTN,2026-08-23,W,F,420,41.06,32.74,9.98,43.03,4.92,6.47
290101,WASHINGTON PASS,2026-08-23,W,F,252,13.13,6.9,3.35,12.77,6.87,10.97
55522251,DEVILS HILLS,2026-08-23,W,F,735,40.62,27.83,10.99,39.47,4.7,4.53
20509,STANTON,2026-08-23,W,F,547,43.62,29.39,11.21,42.77,4.2,5.08
20116,UNION PASS,2026-08-23,W,F,583,54.69,35.18,12.07,48.51,3.7,4.25
21009,DRY LAKE,2026-08-23,W,F,388,34.13,19.98,9.86,33.97,4.62,6.48
55522232,CAVE CREEK,2026-08-23,W,F,543,27.55,17.11,8.86,28.1,5.08,8.7
290901,SANTA FE WATERSHED,2026-08-23,W,F,371,43.36,43.84,9.75,46.42,4.98,6.92
21207,RINCON,2026-08-23,W,F,20,7.6,2.85,2.36,6.86,6.78,7.98
55522326,NEVERSHINE,2026-08-23,W,F,681,72.75,50.71,12.76,59.1,3.1,3.97
293301,MALPAIS LAVA FLOW,2026-08-23,W,F,169,40.27,39.7,8.59,44.03,5.38,9.48
20602,PAYSON,2026-08-23,W,F,386,31.89,21.23,9.5,34.57,5.3,6.83
291402,OAK FLATS,2026-08-23,W,F,454,45.59,37.2,10.14,46.1,4.69,6.69
291301,BRUSHY MOUNTAIN,2026-08-23,W,F,209,26.47,18.39,7.47,28.98,5.58,8.1
21008,BLACK HILLS,2026-08-23,W,F,664,45.97,21.89,12.54,38.54,3.15,4.33
292504,BURRO MOUNTAIN,2026-08-23,W,F,292,45.02,45.1,10.49,44.59,4.52,6.0
293305,RAMAH,2026-08-23,W,F,303,45.18,48.55,8.63,48.38,5.31,9.66
55522210,BAKERS TANK,2026-08-23,W,F,739,45.46,29.54,11.01,43.05,4.54,4.55
20502,CROWN KING,2026-08-23,W,F,384,30.72,23.25,9.56,34.61,5.41,6.37
20511,CHERRY,2026-08-23,W,F,203,29.46,17.99,9.63,32.23,5.29,6.56
290401,CIMARRON,2026-08-23,W,F,222,20.79,15.07,4.09,19.72,6.25,9.18
21505,GOLDFIELD,2026-08-23,W,F,683,45.59,20.08,11.78,37.18,3.3,5.42
55522238,CIPRIANO,2026-08-23,W,F,712,46.38,42.38,10.45,46.27,5.08,4.52
20291,HAPPY JACK,2026-08-23,W,F,386,21.13,15.68,6.66,25.52,6.62,8.9
20119,MUSIC MOUNTAIN,2026-08-23,W,F,550,53.82,46.32,11.1,51.7,4.25,5.31
291408,SANDIA LAB,2026-08-23,W,F,265,38.3,26.33,10.15,38.73,4.66,6.41
290603,ZUNI BUTTES,2026-08-23,W,F,222,52.16,54.01,9.7,53.18,4.79,7.34
20603,PLEASANT VALLEY,2026-08-23,W,F,303,35.47,21.75,9.94,35.59,4.75,6.66
55522198,10K,2026-08-23,W,F,206,18.2,10.02,3.83,16.13,5.99,7.62
20102,FORT YUMA,2026-08-23,W,F,745,53.21,37.98,11.05,48.43,4.38,4.75
21501,SMITH PEAK,2026-08-23,W,F,657,47.68,23.58,12.27,40.8,3.45,4.29
21503,AHAKHAV PRESERVE,2026-08-23,W,F,746,62.01,39.87,12.07,51.52,3.57,4.38
292104,MAGDALENA,2026-08-23,W,F,56,20.65,10.74,5.29,19.3,5.55,7.74
293303,BLUEWATER RIDGE,2026-08-23,W,F,213,22.19,15.89,5.66,23.84,6.3,9.82
290204,JARITA MESA,2026-08-23,W,F,199,37.06,35.48,8.47,41.54,5.62,8.8
292011,GILA CENTER RAWS,2026-08-23,W,F,276,32.88,18.44,9.49,32.38,4.65,8.04
291002,BARTLEY,2026-08-23,W,F,136,25.0,20.83,4.75,24.08,6.24,7.95
20508,HUMBUG CREEK,2026-08-23,W,F,265,44.13,36.79,10.29,46.19,5.0,5.62
290201,STONE LAKE,2026-08-23,W,F,487,58.83,60.24,9.76,56.54,4.6,7.71
292904,SAN ANDRES,2026-08-23,W,F,492,33.01,17.48,11.26,32.71,4.17,5.11
290102,ALBINO CANYON,2026-08-23,W,F,484,54.29,54.45,9.62,52.37,4.71,7.8
20612,PINE,2026-08-23,W,F,463,34.42,24.68,9.55,37.12,5.3,6.66
20216,WARM SPRINGS CANYON,2026-08-23,W,F,348,29.84,26.12,7.2,33.48,5.99,7.86
