station_name,station_id,wrcc_id,latitude,longitude,elevation,observation_time,observation_time_lst,display_hour,display_hour_lst,nfdr_date,nfdr_time,nfdr_type,fuel_model,fuel_model_version,kbdi,one_hr_tl_fuel_moisture,ten_hr_tl_fuel_moisture,hun_hr_tl_fuel_moisture,thou_hr_tl_fuel_moisture,ignition_component,spread_component,energy_release_component,burning_index,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,gsi,quality_code
RUCKER,21414,ARUC,31.76111,-109.34861,5700,8/23/2026 14:57 MDT,8/23/2026 14:57 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,62,4.85,9.55,11.14,14.09,30.11,5.27,86.74,50.38,62.89,80.93,0.4,0
SMITH PEAK,21501,ASMI,34.11486,-113.34733,2386,8/23/2026 14:53 MDT,8/23/2026 14:53 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,657,4.2,4.8,6.43,8.03,51.42,11.21,126.58,84.83,30.0,60.0,0.02,0
OATMAN,21502,AOAT,33.04994,-113.13867,1715,8/23/2026 14:52 MDT,8/23/2026 14:52 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,638,4.83,4.99,6.65,7.87,59.6,17.42,123.94,102.87,30.0,60.0,0.0,0
AHAKHAV PRESERVE,21503,AAHA,34.13222,-114.32917,363,8/23/2026 15:26 MDT,8/23/2026 15:26 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,746,3.63,6.54,9.22,10.13,74.02,17.39,110.63,97.56,30.0,60.0,0.0,0
BELMONT,21504,ABEL,33.67411,-112.92281,1813,8/23/2026 15:01 MDT,8/23/2026 15:01 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,693,3.39,4.76,6.53,8.32,68.13,14.02,128.12,94.53,30.0,60.0,0.01,0
GOLDFIELD,21505,AGOL,33.55531,-111.6145,1367,8/23/2026 15:23 MDT,8/23/2026 15:23 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,684,3.58,6.67,9.31,10.46,61.51,11.83,109.4,81.29,30.0,60.0,0.0,0
WASHINGTON PASS,290101,XWAS,36.0765,-108.8615,9384,8/23/2026 14:41 MDT,8/23/2026 14:41 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,252,7.31,12.85,12.13,13.19,19.24,5.22,74.08,46.63,114.3,113.65,0.57,0
ALBINO CANYON,290102,XALB,36.97661,-107.62892,7173,8/23/2026 15:26 MDT,8/23/2026 15:26 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,485,5.97,11.27,13.0,9.89,32.85,9.35,85.21,65.04,30.0,60.0,0.03,0
STONE LAKE,290201,XSTO,36.73161,-106.86581,7436,8/23/2026 14:33 MDT,8/23/2026 14:33 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,487,7.57,14.65,14.41,12.24,22.6,7.16,67.62,51.73,30.0,60.0,0.07,0
COYOTE,290202,XCOY,36.07333,-106.65739,8704,8/23/2026 14:48 MDT,8/23/2026 14:48 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,222,8.79,13.54,16.55,14.18,14.03,4.8,60.27,40.8,47.17,70.92,0.35,0
DEADMAN PEAK,290203,XDEA,36.4229,-106.772,8389,8/23/2026 15:07 MDT,8/23/2026 15:07 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,492,6.45,10.27,11.57,11.9,21.2,4.63,85.07,47.01,30.0,60.0,0.01,0
JARITA MESA,290204,XJAR,36.55597,-106.10306,8864,8/23/2026 15:16 MDT,8/23/2026 15:16 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,198,7.61,11.46,12.4,13.06,13.89,2.96,75.99,36.37,30.0,60.0,0.29,0
DULCE #2,290205,XDUL,36.93519,-107.00011,6805,8/23/2026 15:28 MDT,8/23/2026 15:28 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,369,7.2,14.27,14.34,13.1,30.09,11.15,67.67,63.44,30.0,60.0,0.05,0
TRUCHAS,290210,XTRU,36.059,-105.7695,8353,8/23/2026 15:11 MDT,8/23/2026 15:11 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,249,7.23,13.22,15.92,14.59,23.37,7.33,64.15,51.02,30.0,60.0,0.17,0
BLACK MESA,290305,XBLM,36.03708,-106.04964,5762,8/23/2026 14:34 MDT,8/23/2026 14:34 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,612,7.23,13.47,13.36,11.62,28.73,11.15,73.66,65.96,30.0,60.0,0.0,0
WILD RIVERS,290307,XWDR,36.69469,-105.66872,7530,8/23/2026 14:49 MDT,8/23/2026 14:49 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,521,8.83,11.24,13.34,13.74,17.53,7.82,70.82,55.02,30.0,60.0,0.0,0
CIMARRON,290401,XCIM,36.60611,-105.12028,8806,8/23/2026 15:09 MDT,8/23/2026 15:09 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,221,34.69,10.22,12.99,14.74,0.0,0.0,28.59,0.0,120.71,117.72,0.59,0
ZUNI BUTTES,290603,XZUB,35.13919,-108.94131,6649,8/23/2026 14:42 MDT,8/23/2026 14:42 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,228,6.8,12.93,14.51,13.51,23.28,6.41,69.97,49.94,30.0,60.0,0.06,0
JEMEZ,290702,XJEM,35.84114,-106.61969,8248,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,315,6.43,10.84,13.75,14.06,18.95,3.82,75.28,40.71,30.0,60.0,0.24,0
CUBA,290705,XCUB,35.942,-107.07739,6890,8/23/2026 14:41 MDT,8/23/2026 14:41 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,474,5.8,10.08,12.38,13.0,34.59,9.5,83.05,64.76,30.0,60.0,0.07,0
SANDIA LAKES,290706,XSLK,35.22967,-106.59061,5027,8/23/2026 14:42 MDT,8/23/2026 14:42 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,678,5.47,12.15,13.71,11.22,28.42,4.95,80.29,47.25,30.0,60.0,0.0,0
TOWER,290801,XTOW,35.77899,-106.26611,6529,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,533,6.37,9.35,11.45,11.3,26.18,6.67,88.8,56.76,30.0,60.0,0.02,0
SANTA FE WATERSHED,290901,XSFW,35.68686,-105.86031,7749,8/23/2026 14:53 MDT,8/23/2026 14:53 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,371,6.59,12.17,15.69,14.29,28.67,8.9,68.33,57.45,30.0,60.0,0.19,0
BARTLEY,291002,XBAR,35.90875,-105.38769,9192,8/23/2026 15:04 MDT,8/23/2026 15:04 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,127,6.88,9.8,13.04,13.76,23.29,6.43,78.41,52.68,116.72,115.18,0.58,0
MILLS CANYON,291101,XMIL,36.05453,-104.32511,5881,8/23/2026 15:05 MDT,8/23/2026 15:05 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,540,23.0,21.43,10.63,12.07,0.13,2.1,36.36,22.12,30.0,60.0,0.09,0
PECOS,291202,XPEC,35.54558,-105.49439,8229,8/23/2026 15:14 MDT,8/23/2026 15:14 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,68,6.47,10.55,12.53,13.27,27.85,7.77,79.73,57.92,30.0,60.0,0.19,0
BRUSHY MOUNTAIN,291301,XBRU,34.72,-107.8484,8789,8/23/2026 14:49 MDT,8/23/2026 14:49 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,212,6.15,10.55,13.21,14.24,30.3,7.94,77.16,57.65,67.4,83.8,0.42,0
GRANTS,291302,XGRA,35.24278,-107.66528,8620,8/23/2026 15:16 MDT,8/23/2026 15:16 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,130,6.6,10.4,14.72,15.11,20.57,4.57,72.01,43.29,79.7,91.63,0.46,0
OAK FLATS,291402,XOAK,35.00614,-106.31583,7675,8/23/2026 15:04 MDT,8/23/2026 15:04 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,455,5.56,9.08,12.18,12.86,29.05,5.97,86.51,53.29,30.0,60.0,0.13,0
SANDIA LAB,291408,XSLB,35.00406,-106.41148,6321,8/23/2026 14:53 MDT,8/23/2026 14:53 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,264,5.71,8.71,10.05,10.65,38.57,11.07,96.46,74.41,30.0,60.0,0.08,0
MOUNTAINAIR,291501,XMOU,34.52081,-106.26269,6593,8/23/2026 15:05 MDT,8/23/2026 15:05 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,472,5.16,10.15,12.8,12.98,46.45,13.1,83.57,75.29,30.0,60.0,0.08,0
MELROSE RANGE,291901,XMEL,34.28422,-103.71497,4263,8/23/2026 15:14 MDT,8/23/2026 15:14 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,654,3.28,6.29,9.16,9.97,78.3,24.82,112.84,115.96,30.0,60.0,0.0,0
BEAVERHEAD,292001,XBEA,33.42353,-108.11019,6750,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,183,5.31,12.33,17.25,17.45,21.59,3.1,62.32,33.87,30.0,60.0,0.24,0
LUNA,292004,XLUN,33.82289,-108.94311,7088,8/23/2026 15:07 MDT,8/23/2026 15:07 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,264,34.86,21.29,18.73,18.14,0.0,0.0,5.93,0.0,30.67,60.43,0.3,0
RESERVE,292005,XRES,33.71489,-108.777,5846,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,458,5.07,12.47,17.68,16.61,38.73,8.59,63.23,54.53,30.0,60.0,0.1,0
SLAUGHTER,292008,XSLA,34.06056,-108.44472,8680,8/23/2026 15:12 MDT,8/23/2026 15:12 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,22,7.13,11.34,14.71,15.87,14.89,3.05,67.73,34.95,139.0,129.36,0.65,0
PELONA MOUNTAIN,292009,XPEL,33.69375,-108.06161,7955,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,239,5.09,8.81,11.71,13.39,32.05,6.22,88.12,54.77,76.27,89.44,0.45,0
GILA CENTER RAWS,292011,XGIL,33.22375,-108.24031,5767,8/23/2026 15:13 MDT,8/23/2026 15:13 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,155,5.37,12.7,16.1,16.25,23.21,3.45,65.61,36.47,30.0,60.0,0.14,0
DATIL,292012,XDAT,34.29256,-107.768,8431,8/23/2026 15:11 MDT,8/23/2026 15:11 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,178,6.74,10.61,13.77,14.57,23.39,6.48,74.09,51.51,92.15,99.55,0.5,0
MOGOLLON,292013,XMOG,33.39064,-108.80819,7602,8/23/2026 15:13 MDT,8/23/2026 15:13 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,165,5.39,9.65,11.19,12.47,40.75,11.32,88.55,72.29,56.93,77.14,0.39,0
CHUPADERA,292102,XCHU,33.77294,-106.0985,5580,8/23/2026 14:39 MDT,8/23/2026 14:39 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,519,4.27,7.79,10.25,10.88,57.19,14.36,101.38,85.81,30.0,60.0,0.01,0
BOSQUE,292103,XBOS,33.82064,-106.88169,4523,8/23/2026 14:50 MDT,8/23/2026 14:50 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,670,4.79,11.15,12.49,11.95,45.59,10.31,84.99,67.95,30.0,60.0,0.0,0
MAGDALENA,292104,XMAG,33.85061,-107.539,8495,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,60,5.88,10.46,12.26,13.78,31.13,8.12,80.76,59.47,113.34,113.04,0.57,0
SEVILLETA,292105,XSEV,34.35844,-106.6895,5246,8/23/2026 15:11 MDT,8/23/2026 15:11 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,558,4.94,10.85,13.05,11.84,37.04,7.45,84.38,58.31,30.0,60.0,0.0,0
SMOKEY BEAR,292203,XSMO,33.35019,-105.686,7194,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,103,5.61,8.77,13.49,15.98,34.36,8.33,78.12,59.26,30.0,60.0,0.27,0
EIGHT MILE DRAW,292301,XEIG,33.65064,-104.32139,3626,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,607,3.33,6.35,8.48,9.11,78.27,29.6,116.45,127.59,30.0,60.0,0.0,0
DUNKEN,292302,XDUN,32.82467,-105.18261,5431,8/23/2026 14:36 MDT,8/23/2026 14:36 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,488,3.68,6.65,8.45,9.65,64.78,15.33,113.32,93.08,30.0,60.0,0.02,0
BURRO MOUNTAIN,292504,XBUR,32.67203,-108.53969,6995,8/23/2026 14:59 MDT,8/23/2026 14:59 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,293,3.97,7.12,9.47,11.47,68.14,25.25,104.34,112.75,30.0,60.0,0.2,0
HACHITA VALLEY,292702,XHAC,31.702,-108.34169,4290,8/23/2026 14:40 MDT,8/23/2026 14:40 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,591,3.49,6.17,7.77,10.06,60.47,11.98,115.88,83.97,30.0,60.0,0.04,0
MCGREGGOR RANGE,292901,XMCG,32.43133,-105.62181,4832,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,598,3.37,5.96,7.49,9.52,74.3,17.95,118.94,102.35,30.0,60.0,0.01,0
DRIPPING SPRINGS,292903,XDRI,32.32225,-106.58661,5814,8/23/2026 15:26 MDT,8/23/2026 15:26 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,449,3.68,5.13,7.2,9.46,64.3,15.44,121.25,96.34,30.0,60.0,0.12,0
SAN ANDRES,292904,XSAA,32.58008,-106.52719,6137,8/23/2026 15:01 MDT,8/23/2026 15:01 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,493,3.7,5.5,7.57,9.72,55.55,11.75,118.48,84.08,30.0,60.0,0.09,0
MAYHILL,293002,XMAY,32.90947,-105.46981,6599,8/23/2026 15:01 MDT,8/23/2026 15:01 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,467,4.09,8.15,11.54,13.91,39.97,6.84,91.25,58.14,30.0,60.0,0.13,0
MESCAL,293003,XMES,33.15803,-105.76881,6227,8/23/2026 14:41 MDT,8/23/2026 14:41 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,217,5.72,9.43,13.39,16.0,38.47,11.02,76.67,66.81,36.38,64.06,0.32,0
COSMIC,293004,XCOS,32.77925,-105.81989,9172,8/23/2026 15:15 MDT,8/23/2026 15:15 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,71,6.45,8.4,12.19,14.01,23.19,5.59,83.57,50.86,199.84,168.08,0.84,0
BATDRAW,293101,XBAD,32.17861,-104.44056,4425,8/23/2026 14:52 MDT,8/23/2026 14:52 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,566,3.4,5.17,6.95,8.17,76.04,24.67,126.14,121.71,30.0,60.0,0.0,0
CAPROCK,293104,XCAP,32.92728,-103.85689,4167,8/23/2026 14:40 MDT,8/23/2026 14:40 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,493,3.85,5.85,7.52,8.83,71.11,19.09,119.54,105.54,30.0,60.0,0.0,0
QUEEN,293105,XQUN,32.20361,-104.69031,5642,8/23/2026 15:13 MDT,8/23/2026 15:13 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,367,3.44,5.67,7.94,9.79,67.53,15.79,117.64,96.01,30.0,60.0,0.05,0
PADUCA,293202,XPAD,32.17983,-103.722,3534,8/23/2026 14:39 MDT,8/23/2026 14:39 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,605,3.62,6.16,8.02,8.93,74.26,21.7,117.8,111.2,30.0,60.0,0.0,0
MALPAIS LAVA FLOW,293301,XMAL,34.85181,-108.17461,7514,8/23/2026 15:25 MDT,8/23/2026 15:25 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,181,6.56,12.02,16.87,16.25,29.48,8.92,63.21,55.49,30.0,60.0,0.27,0
BLUEWATER RIDGE,293303,XBLR,35.19411,-108.16336,8274,8/23/2026 15:05 MDT,8/23/2026 15:05 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,213,6.76,10.42,12.82,13.5,25.76,7.61,78.31,56.91,82.82,93.61,0.47,0
LAGUNA,293304,XLAG,35.05197,-107.42028,5805,8/23/2026 14:33 MDT,8/23/2026 14:33 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,546,5.33,8.5,9.88,10.12,45.42,13.01,99.51,81.32,30.0,60.0,0.01,0
RAMAH,293305,XRAM,34.81947,-108.29439,7645,8/23/2026 14:34 MDT,8/23/2026 14:34 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,313,5.6,9.76,13.96,15.49,43.56,14.26,76.13,74.99,30.0,60.0,0.27,0
10K,55522198,X10K,35.2085,-106.43586,10065,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,206,8.3,12.44,13.05,13.76,15.26,4.93,70.09,44.29,135.34,127.04,0.64,0
BAKERS TANK,55522210,AHBB,32.61528,-114.00836,563,8/23/2026 15:07 MDT,8/23/2026 15:07 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,740,10.61,15.25,6.9,7.71,18.18,10.63,82.79,68.1,30.0,60.0,0.0,0
CAVE CREEK,55522232,ACAV,34.0899,-111.8465,3477,8/23/2026 15:20 MDT,8/23/2026 15:20 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,544,3.39,5.87,8.4,9.56,66.33,13.93,116.64,90.26,30.0,60.0,0.03,0
CIPRIANO,55522238,ARIP,32.4235,-114.16211,1042,8/23/2026 14:59 MDT,8/23/2026 14:59 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,712,7.08,8.87,7.92,8.82,39.9,15.99,101.59,90.26,30.0,60.0,0.0,0
DEVILS HILLS,55522251,ADVH,32.42483,-113.79011,836,8/23/2026 15:23 MDT,8/23/2026 15:23 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,736,5.45,6.96,7.22,8.1,47.48,12.96,114.5,86.59,30.0,60.0,0.0,0
DUTCH KID,55522257,ADUT,35.12931,-112.28219,6505,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,115,7.46,13.04,16.22,16.77,13.15,2.66,59.89,30.99,30.0,60.0,0.28,0
FTHL YDMA,55522271,AFTH,32.48658,-114.4635,331,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,745,7.22,9.28,9.65,10.75,39.37,15.82,91.96,85.79,30.0,60.0,0.0,0
MIDNIGHT,55522315,XMID,36.77819,-105.34131,10815,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,72,10.77,16.28,17.65,17.01,6.37,2.53,46.26,26.91,197.38,166.51,0.83,0
MOHAWK DUNES,55522318,AMOD,32.68878,-113.74889,524,8/23/2026 15:23 MDT,8/23/2026 15:23 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,749,5.13,6.53,7.59,8.16,50.86,13.34,115.48,88.09,30.0,60.0,0.0,0
NEVERSHINE,55522326,ANEV,36.24753,-113.88851,2165,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,681,2.69,3.96,5.5,7.43,87.5,19.57,138.21,114.1,30.0,60.0,0.0,0
PICACHO PEAK,55522341,APIC,32.66314,-111.42154,1750,8/23/2026 15:17 MDT,8/23/2026 15:17 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,725,4.07,5.95,7.95,9.25,58.65,12.98,116.39,87.3,30.0,60.0,0.0,0
PINEDALE,55522344,APND,34.30617,-110.23661,6461,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,260,8.97,13.91,14.84,14.14,13.08,3.95,62.2,37.87,30.0,60.0,0.25,0
TANKS,55522384,ATNK,33.67314,-110.57431,5801,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,306,5.78,9.66,12.68,14.05,25.23,4.87,81.28,47.14,30.0,60.0,0.29,0
TAOS PUEBLO RAWS,55522385,XTAP,36.41461,-105.55689,7135,8/23/2026 15:13 MDT,8/23/2026 15:13 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,448,6.88,13.13,12.67,12.41,23.36,6.38,74.92,51.42,30.0,60.0,0.02,0
CEDAR RIDGE,55523718,ACED,32.59872,-110.76231,4735,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,330,4.55,6.35,8.96,10.44,60.76,17.77,108.46,97.64,30.0,60.0,0.13,0
RED CANYON,55523735,XRDC,34.62289,-106.40831,8070,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,279,6.67,11.82,13.36,11.82,24.61,6.49,77.84,52.74,30.0,60.0,0.27,0
SOWATS,55523737,ASOW,36.48242,-112.42281,7038,8/23/2026 14:39 MDT,8/23/2026 14:39 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,161,6.35,8.78,10.13,12.56,34.22,11.99,90.3,74.89,30.0,60.0,0.3,0
T BAR,55523738,XTBA,33.51789,-108.52419,8047,8/23/2026 14:39 MDT,8/23/2026 14:39 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,28,6.65,12.66,17.9,18.25,20.45,4.52,56.89,38.65,117.43,115.64,0.58,0
FORT YUMA,20102,AFYM,32.65222,-114.63417,185,8/23/2026 16:00 MDT,8/23/2026 16:16 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,745,4.2,5.3,7.72,9.41,65.51,16.5,117.99,98.1,30.0,60.0,0.0,0
