station_name,station_id,wrcc_id,latitude,longitude,elevation,observation_time,observation_time_lst,display_hour,display_hour_lst,nfdr_date,nfdr_time,nfdr_type,fuel_model,fuel_model_version,kbdi,one_hr_tl_fuel_moisture,ten_hr_tl_fuel_moisture,hun_hr_tl_fuel_moisture,thou_hr_tl_fuel_moisture,ignition_component,spread_component,energy_release_component,burning_index,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,gsi,quality_code
TANKS,55522384,ATNK,33.67314,-110.57431,5801,8/23/2026 15:38 MDT,8/23/2026 15:38 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Y,4,306,5.31,9.0,12.53,14.01,34.26,1.95,40.03,22.31,30.0,60.0,0.29,0
TAOS PUEBLO RAWS,55522385,XTAP,36.41461,-105.55689,7135,8/23/2026 16:00 MDT,8/23/2026 16:13 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Y,4,456,11.41,8.83,11.04,12.17,14.67,3.29,42.26,29.13,30.0,60.0,0.02,0
CEDAR RIDGE,55523718,ACED,32.59872,-110.76231,4735,8/23/2026 15:37 MDT,8/23/2026 15:37 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Y,4,330,5.01,6.03,8.88,10.41,47.93,3.5,55.13,33.87,30.0,60.0,0.13,0
RED CANYON,55523735,XRDC,34.62289,-106.40831,8070,8/23/2026 15:38 MDT,8/23/2026 15:38 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Y,4,279,6.11,10.84,13.58,11.85,29.25,1.99,42.98,23.29,30.0,60.0,0.27,0
SOWATS,55523737,ASOW,36.48242,-112.42281,7038,8/23/2026 15:39 MDT,8/23/2026 15:39 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Y,4,161,6.43,8.49,10.13,12.54,30.74,2.59,45.44,26.98,30.0,60.0,0.3,0
T BAR,55523738,XTBA,33.51789,-108.52419,8047,8/23/2026 15:39 MDT,8/23/2026 15:39 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Y,4,28,6.4,11.68,17.5,18.25,29.73,2.34,25.46,19.71,117.43,115.64,0.58,0
FORT YUMA,20102,AFYM,32.65222,-114.63417,185,8/23/2026 15:16 MDT,8/23/2026 15:16 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,745,6.71,8.28,8.25,9.53,47.13,19.92,101.61,99.88,30.0,60.0,0.0,0
MOUNT LOGAN,20107,AMTL,36.35306,-113.19917,7605,8/23/2026 14:33 MDT,8/23/2026 14:33 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,157,5.65,7.12,9.42,11.49,49.28,19.71,99.95,98.64,94.24,100.88,0.5,0
OLAF KNOLLS,20108,AOLA,36.50725,-113.81589,2974,8/23/2026 14:33 MDT,8/23/2026 14:33 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,632,3.09,4.85,6.18,7.88,81.9,33.35,131.0,142.28,30.0,60.0,0.02,0
TWEEDS POINT,20109,ATWE,36.58186,-113.732,5334,8/23/2026 14:33 MDT,8/23/2026 14:33 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,556,4.18,5.58,7.25,9.09,66.0,32.06,119.37,133.87,30.0,60.0,0.04,0
NIXON FLATS,20113,ANIX,36.38833,-113.15806,6500,8/23/2026 14:50 MDT,8/23/2026 14:50 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,307,5.05,9.26,13.09,14.09,49.52,14.97,82.9,79.73,30.0,60.0,0.26,0
BLACK ROCK,20114,ABRK,36.79436,-113.75056,7224,8/23/2026 14:50 MDT,8/23/2026 14:50 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,198,5.12,6.66,8.82,11.37,37.0,8.77,104.19,69.26,60.96,79.7,0.4,0
MOSS BASIN,20115,AMOS,35.03397,-113.89406,5920,8/23/2026 15:23 MDT,8/23/2026 15:23 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,399,5.87,7.87,11.13,13.12,39.89,12.45,90.15,76.16,30.0,60.0,0.27,0
UNION PASS,20116,AUNI,35.23233,-114.38194,3590,8/23/2026 14:52 MDT,8/23/2026 14:52 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,583,3.47,4.78,6.78,8.43,65.12,13.9,126.82,93.73,30.0,60.0,0.03,0
HURRICANE,20117,AHUR,36.69908,-113.20731,5445,8/23/2026 14:34 MDT,8/23/2026 14:34 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,412,5.29,7.27,9.29,10.83,44.17,13.11,102.4,82.69,30.0,60.0,0.18,0
HAVASU,20118,AHAV,34.80758,-114.53456,475,8/23/2026 14:52 MDT,8/23/2026 14:52 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,657,3.19,6.84,8.29,9.1,77.77,16.15,116.06,96.39,30.0,60.0,0.0,0
MUSIC MOUNTAIN,20119,AMUS,35.61497,-113.79428,5375,8/23/2026 14:52 MDT,8/23/2026 14:52 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,551,4.41,6.3,8.53,10.51,51.87,12.53,109.86,83.63,30.0,60.0,0.12,0
TRUXTON CANYON,20120,ATRU,35.78013,-113.79563,5304,8/23/2026 15:14 MDT,8/23/2026 15:14 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,273,4.91,5.85,8.05,10.18,46.09,11.98,111.68,82.55,30.0,60.0,0.17,0
CIBOLA,20121,ACBL,33.28,-114.68489,252,8/23/2026 14:48 MDT,8/23/2026 14:48 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,749,5.78,6.86,7.99,8.88,54.85,19.55,109.96,102.67,30.0,60.0,0.0,0
TUSAYAN,20207,ATUS,35.98833,-112.12056,6570,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,353,6.58,10.47,14.15,15.34,22.38,5.5,72.55,47.31,30.0,60.0,0.22,0
FLAGSTAFF,20209,AFLG,35.14111,-111.6725,6903,8/23/2026 15:06 MDT,8/23/2026 15:06 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,289,34.77,14.39,13.39,14.74,0.0,0.0,22.89,0.0,52.02,74.01,0.37,0
BRIGHT ANGEL,20211,ACAN,36.20472,-112.06222,8134,8/23/2026 15:07 MDT,8/23/2026 15:07 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,271,6.85,9.07,10.84,12.62,22.56,6.46,86.8,55.32,71.34,86.3,0.43,0
DRY PARK,20212,ADRY,36.45308,-112.23819,8700,8/23/2026 14:38 MDT,8/23/2026 14:38 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,100,8.24,11.41,12.39,14.36,15.33,4.96,72.34,45.05,149.98,136.35,0.68,0
FRAZIER WELLS,20213,AFRA,35.84551,-113.05501,6796,8/23/2026 15:27 MDT,8/23/2026 15:27 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,98,6.65,7.49,9.67,11.54,28.53,8.99,95.81,67.41,57.43,77.45,0.39,0
MORMON LAKE,20215,AMOL,34.90972,-111.43842,7094,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,289,34.99,22.49,15.05,15.31,0.0,0.0,11.09,0.0,67.17,83.65,0.42,0
WARM SPRINGS CANYON,20216,AWAR,36.70117,-112.22689,7953,8/23/2026 14:47 MDT,8/23/2026 14:47 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,349,8.58,9.51,12.06,13.44,13.24,4.06,77.82,42.49,67.28,83.72,0.42,0
YELLOW JOHN MOUNTAIN,20217,AYEL,36.155,-113.54944,6160,8/23/2026 14:50 MDT,8/23/2026 14:50 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,289,5.14,8.56,11.72,13.85,46.16,13.2,87.53,77.17,30.0,60.0,0.18,0
OAK CREEK,20219,AOAK,34.94686,-111.75444,4804,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,579,11.75,13.04,10.3,11.81,10.9,7.94,70.39,55.25,30.0,60.0,0.09,0
LINDBERGH HILL,20220,ALBE,36.28556,-112.07861,8800,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,400,5.91,8.11,10.64,12.44,23.36,4.85,92.08,49.82,80.59,92.2,0.46,0
PROMONTORY,20221,APRO,34.36528,-111.01444,7842,8/23/2026 14:49 MDT,8/23/2026 14:49 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,130,6.93,8.75,11.77,13.86,21.11,5.4,82.85,49.86,167.61,147.57,0.74,0
GUNSIGHT,20223,AGUN,36.70464,-112.5835,5284,8/23/2026 14:34 MDT,8/23/2026 14:34 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,526,4.67,7.23,9.42,10.96,60.57,30.33,103.51,122.21,30.0,60.0,0.14,0
BUCKSKIN MTN,20224,ABUC,36.91808,-112.19981,6334,8/23/2026 14:33 MDT,8/23/2026 14:33 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,421,6.23,8.04,9.38,11.26,37.89,13.68,96.87,82.19,30.0,60.0,0.2,0
PARIA POINT,20226,APAR,36.72753,-111.822,7106,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,402,6.76,8.8,9.95,10.78,29.37,10.23,93.5,70.73,30.0,60.0,0.24,0
FOUR SPRINGS,20227,AFOU,36.79367,-112.04239,6560,8/23/2026 15:19 MDT,8/23/2026 15:19 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,289,35.0,24.38,10.28,10.77,0.0,0.0,18.74,0.0,30.0,60.0,0.25,0
GREENBASE,20284,AGRB,35.27619,-112.06325,6923,8/23/2026 15:16 MDT,8/23/2026 15:16 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,229,35.0,24.6,16.77,17.44,0.0,0.0,4.92,0.0,62.09,80.42,0.4,0
HAPPY JACK,20291,AHJK,34.61797,-111.34239,6812,8/23/2026 15:02 MDT,8/23/2026 15:02 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,386,20.3,25.93,14.94,16.03,0.54,3.23,24.25,22.36,59.58,78.83,0.39,0
HEBER,20301,AHBR,34.39778,-110.56444,6635,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,225,6.19,10.7,14.11,15.33,27.88,6.73,73.01,52.07,30.0,60.0,0.29,0
LAKESIDE,20303,ALAK,34.16283,-109.87639,7267,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,21,7.11,11.89,16.9,17.33,15.47,3.05,60.5,33.18,73.29,87.55,0.44,0
NAVAJO MONUMENT,20307,ANAV,36.67667,-110.54389,7204,8/23/2026 14:36 MDT,8/23/2026 14:36 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,202,5.04,8.37,10.35,11.67,34.98,7.46,95.98,61.92,30.0,60.0,0.14,0
LIMESTONE CANYON,20309,ALIM,34.17786,-110.27663,7102,8/23/2026 15:24 MDT,8/23/2026 15:24 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,189,6.29,9.64,11.46,12.76,31.9,9.17,85.25,64.48,30.0,60.0,0.17,0
MOUNTAIN LION,20310,AFAP,33.69511,-109.71078,7269,8/23/2026 15:14 MDT,8/23/2026 15:14 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,73,6.87,9.8,13.63,15.8,21.55,5.4,73.4,47.18,124.13,119.9,0.6,0
HOPI,20312,AHPI,35.86292,-110.61495,5579,8/23/2026 15:13 MDT,8/23/2026 15:13 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,476,5.14,8.64,11.94,12.47,54.9,33.5,89.84,119.87,30.0,60.0,0.07,0
ALPINE,20401,AALP,33.84272,-109.11161,8207,8/23/2026 15:16 MDT,8/23/2026 15:16 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,86,6.71,11.06,14.48,15.72,23.65,6.48,69.83,50.14,141.87,131.19,0.66,0
PINEY HILL,20402,APIN,35.76111,-109.16719,8061,8/23/2026 14:41 MDT,8/23/2026 14:41 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,188,7.75,12.86,11.55,12.58,17.89,5.08,75.4,46.45,49.92,72.68,0.36,0
GREER,20404,AGRE,34.05853,-109.44097,8240,8/23/2026 14:35 MDT,8/23/2026 14:35 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,60,16.34,12.14,15.12,16.16,2.61,4.91,48.48,37.32,162.77,144.49,0.72,0
IRON SPRINGS,20501,AIRO,34.59361,-112.51139,5385,8/23/2026 15:06 MDT,8/23/2026 15:06 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,384,35.0,21.97,11.37,13.5,0.0,0.0,17.38,0.0,30.0,60.0,0.22,0
CROWN KING,20502,ACRO,34.20336,-112.34561,6173,8/23/2026 15:27 MDT,8/23/2026 15:27 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,384,5.56,7.16,10.55,12.48,35.84,9.79,95.29,69.94,30.0,60.0,0.25,0
VERDE,20503,AVER,34.54917,-111.84417,3101,8/23/2026 15:05 MDT,8/23/2026 15:05 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,557,6.91,10.65,12.55,12.81,36.46,16.08,79.4,80.8,30.0,60.0,0.06,0
GOODWIN MESA,20507,AGOO,34.77614,-113.3375,4311,8/23/2026 15:20 MDT,8/23/2026 15:20 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,453,16.29,15.92,10.0,11.54,3.6,6.55,57.36,46.03,30.0,60.0,0.12,0
HUMBUG CREEK,20508,AHUM,34.11,-112.3,5250,8/23/2026 14:48 MDT,8/23/2026 14:48 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,265,4.83,6.34,8.8,10.69,59.58,34.78,107.52,132.45,30.0,60.0,0.19,0
STANTON,20509,ASTA,34.16403,-112.73486,3600,8/23/2026 15:01 MDT,8/23/2026 15:01 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,547,3.95,5.29,7.08,8.84,53.86,11.47,121.98,84.26,30.0,60.0,0.07,0
SUNSET POINT,20510,ASUN,34.18847,-112.13467,3380,8/23/2026 14:53 MDT,8/23/2026 14:53 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,622,3.74,6.07,8.07,9.56,62.5,13.42,115.94,88.49,30.0,60.0,0.04,0
CHERRY,20511,ACHE,34.59661,-112.04761,5147,8/23/2026 15:11 MDT,8/23/2026 15:11 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,204,34.81,11.44,12.13,13.22,0.0,0.0,29.74,0.0,30.0,60.0,0.16,0
GLOBE,20601,AGLO,33.32694,-110.76694,4137,8/23/2026 15:06 MDT,8/23/2026 15:06 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,478,4.93,8.47,9.62,10.03,34.5,6.33,101.45,58.88,30.0,60.0,0.06,0
PAYSON,20602,APAY,34.24614,-111.2935,5064,8/23/2026 15:11 MDT,8/23/2026 15:11 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,387,5.19,9.59,10.72,11.89,38.19,8.62,91.45,64.74,30.0,60.0,0.12,0
PLEASANT VALLEY,20603,APLE,34.08858,-110.94225,5232,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,303,6.21,9.95,13.15,14.11,23.46,4.71,78.68,45.72,30.0,60.0,0.13,0
TONTO BASIN,20606,ATON,33.86861,-111.31333,2414,8/23/2026 15:11 MDT,8/23/2026 15:11 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,603,6.36,9.04,8.94,9.77,28.5,6.7,98.51,59.63,30.0,60.0,0.0,0
SAN CARLOS #1,20608,ASCA,33.37165,-110.45683,2830,8/23/2026 15:14 MDT,8/23/2026 15:14 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,611,3.58,6.3,7.98,9.19,60.39,11.86,116.94,83.92,30.0,60.0,0.01,0
HILLTOP,20609,AHIL,33.61119,-110.41461,5732,8/23/2026 14:32 MDT,8/23/2026 14:32 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,86,5.73,10.23,13.8,15.44,31.07,6.98,75.29,53.72,30.0,60.0,0.28,0
RED LAKE,20610,ARED,34.18133,-110.78919,6524,8/23/2026 14:59 MDT,8/23/2026 14:59 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,100,8.51,16.6,19.08,18.69,12.07,2.79,44.98,27.8,52.31,74.2,0.37,0
SHADOW RIM,20611,ASHA,34.40586,-111.28319,5660,8/23/2026 15:09 MDT,8/23/2026 15:09 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,449,5.58,10.81,14.44,15.22,26.7,4.93,73.66,45.3,30.0,60.0,0.18,0
PINE,20612,APNE,34.37181,-111.4555,5313,8/23/2026 15:22 MDT,8/23/2026 15:22 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,464,5.07,11.1,14.46,13.17,35.37,7.35,78.04,55.91,30.0,60.0,0.16,0
HORSE CAMP CANYON,20903,AHOR,32.93656,-110.4935,4014,8/23/2026 15:02 MDT,8/23/2026 15:02 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,577,3.89,6.93,8.88,10.15,63.32,14.98,109.66,90.72,30.0,60.0,0.06,0
CASA GRANDE,20906,ACSG,32.99177,-111.53264,1412,8/23/2026 15:22 MDT,8/23/2026 15:22 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,687,4.05,6.4,9.34,10.83,59.45,12.97,107.82,84.26,30.0,60.0,0.0,0
COLUMBINE,21005,ACOL,32.70389,-109.91389,9521,8/23/2026 15:02 MDT,8/23/2026 15:02 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,41,8.92,11.56,15.31,17.67,11.1,3.29,59.78,34.17,239.55,193.35,0.97,0
MULESHOE RANCH,21007,AMUL,32.40383,-110.272,4475,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,376,4.42,8.68,10.66,11.89,55.18,14.11,95.61,82.86,30.0,60.0,0.11,0
BLACK HILLS,21008,ABLA,33.08203,-109.95119,3262,8/23/2026 14:53 MDT,8/23/2026 14:53 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,294,3.9,7.73,7.42,8.86,52.01,9.82,114.43,76.19,30.0,60.0,0.0,0
DRY LAKE,21009,ADRL,33.35982,-109.83306,7405,8/23/2026 15:27 MDT,8/23/2026 15:27 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,387,5.3,7.49,10.34,12.51,35.74,8.6,95.55,65.97,44.44,69.19,0.35,0
NOON CREEK,21010,ANOO,32.66778,-109.78806,4925,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,464,3.91,6.5,8.52,10.18,42.95,7.04,111.58,64.6,30.0,60.0,0.1,0
GUTHRIE,21104,AGUT,32.88203,-109.30931,6324,8/23/2026 15:03 MDT,8/23/2026 15:03 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,406,4.23,6.8,8.61,10.36,60.43,16.34,109.22,94.26,30.0,60.0,0.23,0
TRAIL CABIN,21105,ATRA,33.26478,-109.36789,6250,8/23/2026 14:35 MDT,8/23/2026 14:35 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,419,4.89,8.37,10.41,11.88,30.34,5.28,95.74,52.75,30.0,60.0,0.16,0
STRAY HORSE,21106,ASTH,33.55253,-109.31719,7956,8/23/2026 15:19 MDT,8/23/2026 15:19 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,116,5.18,8.06,10.79,12.22,30.73,6.19,94.15,56.33,125.12,120.53,0.6,0
SAGUARO,21202,ASAG,32.31111,-110.81861,2758,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,434,4.16,6.41,10.03,11.5,53.61,11.15,104.21,77.36,30.0,60.0,0.01,0
EMPIRE,21205,AEMP,31.78347,-110.64325,4650,8/23/2026 14:53 MDT,8/23/2026 14:53 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,287,5.43,8.61,12.57,14.39,33.04,7.19,83.86,57.22,30.0,60.0,0.17,0
SASABE,21206,ASAS,31.69169,-111.44811,3500,8/23/2026 15:05 MDT,8/23/2026 15:05 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,610,6.72,11.23,16.13,14.61,28.39,7.61,68.51,53.5,30.0,60.0,0.05,0
RINCON,21207,ARIN,32.20639,-110.54861,8209,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,24,7.69,8.27,11.32,14.13,14.41,3.54,82.51,41.0,187.61,160.3,0.8,0
SCOUT CAMP,21208,ASOL,32.39806,-110.725,7554,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,96,6.73,9.33,9.77,12.14,20.7,4.55,89.8,47.82,146.04,133.84,0.67,0
SELLS,21209,ASES,31.91014,-111.89743,2262,8/23/2026 15:14 MDT,8/23/2026 15:14 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,193,5.11,7.59,9.74,11.19,46.33,11.69,100.18,77.64,30.0,60.0,0.03,0
HOPKINS,21302,AHPK,31.67528,-110.88,7120,8/23/2026 15:19 MDT,8/23/2026 15:19 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,450,7.63,8.62,10.12,11.96,23.13,7.23,88.88,58.92,30.0,60.0,0.28,0
CANELO,21303,ACNL,31.54972,-110.51917,4629,8/23/2026 15:08 MDT,8/23/2026 15:08 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,127,6.27,10.92,14.98,14.91,30.26,7.86,71.55,55.41,30.0,60.0,0.27,0
HEADQUARTERS,21409,ACHR,32.00611,-109.35694,5400,8/23/2026 14:37 MDT,8/23/2026 14:37 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,471,3.65,7.01,10.49,12.18,59.95,13.47,101.38,83.34,30.0,60.0,0.15,0
CARR,21411,ACAA,31.44111,-110.28611,5400,8/23/2026 15:19 MDT,8/23/2026 15:19 MDT,8/23/2026 15:00 MDT,8/23/2026 15:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,90,5.01,7.61,9.88,12.2,28.02,4.34,97.73,48.65,31.38,60.88,0.3,0
